lemmas,positif_oneriler
"['eksik', 'papara', 'yad', 'para', 'gönder', 'teşekkür']","['para gönder', 'gönder teşekkür', 'teşekkür', 'eksik papara', 'gönder']"
['iyi'],['iyi']
['iyi'],['iyi']
"['işlem', 'ücret', 'kesinti', 'var', 'banka', 'kredi', 'kart', 'var', 'aycell', 'kart', 'kullan', 'ufak', 'sebep', 'yok', 'sadece', 'kesinti', 'var', 'saçmalık', 'superonline', 'wifi', 'ücret', 'böyle', 'hizmet', 'bile', 'kullan']","['superonline wifi', 'wifi ücret', 'saçmalık superonline', 'wifi', 'kredi kart']"
['iyi'],['iyi']
"['iyi', 'günlük', 'kazan', 'onunlada', 'yükle']","['günlük kazan', 'iyi günlük', 'kazan onunlada', 'onunlada yükle', 'iyi']"
['iyi'],['iyi']
"['iyi', 'yarar']","['iyi yarar', 'yarar', 'iyi']"
['iyi'],['iyi']
"['iyi', 'uygun']","['iyi uygun', 'uygun', 'iyi']"
"['turkcell', 'turkcell', 'iyi', 'kadar', 'iyi']","['turkcell iyi', 'turkcell turkcell', 'turkcell', 'kadar iyi', 'iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'süper']","['iyi süper', 'iyi', 'süper']"
['iyi'],['iyi']
['iyi'],['iyi']
"['sen', 'dünya', 'iyi', 'öde', 'kart', 'kampanya', 'harika', 'kullan', 'kesinlikle', 'tavsiye']","['kart kampanya', 'iyi öde', 'harika kullan', 'sen dünya', 'kampanya harika']"
['iyi'],['iyi']
"['süper', 'kart', 'limit', 'konu', 'kötü', 'limit', 'sınırsız', 'lazım']","['kötü limit', 'limit sınırsız', 'limit konu', 'kart limit', 'süper kart']"
"['görün', 'iyi', 'bak', 'belli']","['iyi bak', 'görün', 'görün iyi', 'bak', 'bak belli']"
"['iyi', 'güzel']","['iyi güzel', 'güzel', 'iyi']"
['iyi'],['iyi']
"['hesap', 'şifre', 'unut', 'eski', 'posta', 'kod', 'git', 'posta', 'şua', 'kullan', 'çözüm', 'bul', 'iyi']","['şifre unut', 'eski posta', 'hesap şifre', 'şifre', 'posta kod']"
"['iyi', 'mesaj', 'sevin']","['iyi mesaj', 'mesaj sevin', 'iyi', 'mesaj', 'sevin']"
['iyi'],['iyi']
"['iyi', 'beğendi']","['iyi beğendi', 'beğendi', 'iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'teşekkür', 'aşk']","['teşekkür aşk', 'iyi teşekkür', 'teşekkür', 'aşk', 'iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
"['süper', 'para', 'transfer', 'ücret', 'iyi']","['transfer ücret', 'ücret iyi', 'süper para', 'para transfer', 'transfer']"
['iyi'],['iyi']
"['güzel', 'turkcell', 'fatura', 'hat', 'kullan', 'öner']","['turkcell fatura', 'güzel turkcell', 'turkcell', 'fatura', 'fatura hat']"
['iyi'],['iyi']
['iyi'],['iyi']
"['baş', 'güzel', 'kimlik', 'doğrula', 'kolaylastirsaniz', 'iyi', 'yaş', 'ali', 'kişi', 'kimlik', 'dogulamada', 'zorla']","['kişi kimlik', 'güzel kimlik', 'kimlik doğrula', 'kimlik', 'kimlik dogulamada']"
"['gerçek', 'ten', 'iyi', 'şacmaladiniz', 'paycelinizide', 'kule']","['paycelinizide kule', 'şacmaladiniz paycelinizide', 'paycelinizide', 'kule', 'iyi şacmaladiniz']"
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'yok', 'banka', 'geliş', 'teşekkür']","['yok banka', 'banka geliş', 'geliş teşekkür', 'teşekkür', 'banka']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['hesap', 'kart', 'bakiye', 'yüklem', 'kısım', 'işlem', 'ücret', 'iyi', 'fast', 'pay', 'tarz', 'genel', 'şey', 'ulaş', 'güzel']","['fast pay', 'hesap kart', 'ücret iyi', 'kart bakiye', 'pay']"
['iyi'],['iyi']
"['gün', 'hesap', 'doğru', 'defalarca', 'bildirim', 'bulun', 'öde', 'hal', 'piyasa', 'çık', 'çağrı', 'merkez', 'defalarca', 'görüşme', 'sağla', 'bildirim', 'bulun', 'bahset', 'fark', 'iyi', 'gün']","['gün hesap', 'defalarca bildirim', 'bildirim bulun', 'iyi gün', 'fark iyi']"
"['kolay', 'sağla', 'teşekkür']","['teşekkür', 'sağla teşekkür', 'kolay sağla', 'kolay', 'sağla']"
"['para', 'dakika', 'iyi', 'hani', 'saat', 'bekle', 'alay']","['saat bekle', 'dakika iyi', 'para dakika', 'bekle alay', 'bekle']"
"['iyi', 'iyi']","['iyi iyi', 'iyi']"
['iyi'],['iyi']
"['beğendi', 'herkes', 'tavsiye', 'özellikle', 'turkcell', 'operatör', 'kullan', 'bird', 'fatura', 'siz', 'çoğu', 'zaman', 'baba', 'bile', 'sağla', 'hazır', 'limit', 'kullan', 'bakiye', 'sun', 'sonra', 'kullan', 'bakiye', 'fatura', 'sonunda', 'yansı']","['bird fatura', 'fatura siz', 'bakiye fatura', 'turkcell operatör', 'fatura sonunda']"
"['iyi', 'öner']","['iyi öner', 'iyi', 'öner']"
['iyi'],['iyi']
"['iyi', 'bul']","['iyi bul', 'iyi', 'bul']"
['iyi'],['iyi']
['iyi'],['iyi']
"['hesap', 'gir', 'yeni', 'güncelle', 'güvenlik', 'kontrol', 'istim', 'wifi', 'kapa', 'lütfen', 'düzel', 'önce', 'hal', 'kat', 'iyi']","['istim wifi', 'wifi kapa', 'wifi', 'güncelle güvenlik', 'güvenlik kontrol']"
"['ininalden', 'iyi']","['ininalden iyi', 'iyi', 'ininalden']"
['iyi'],['iyi']
"['aycell', 'kart', 'kullan', 'herkes', 'öner', 'kart', 'para', 'rahat', 'takip', 'ayrıca', 'harca', 'kazan', 'puan', 'i̇nternet', 'başka', 'şey', 'kullan', 'oldukça', 'kullan', 'iyi']","['kart kullan', 'öner kart', 'kart para', 'aycell kart', 'kullan iyi']"
['iyi'],['iyi']
"['kredi', 'olay', 'iyi', 'izah', 'bölüm']","['kredi olay', 'kredi', 'izah bölüm', 'iyi izah', 'izah']"
"['öncelik', 'merhaba', 'arkadaş', 'geçen', 'sin', 'önce', 'harika', 'fakat', 'ilk', 'güncelle', 'sonra', 'gir', 'fatura', 'para', 'yansı', 'falan', 'oluş', 'tam', 'kazık', 'eski', 'sürüm', 'dön', 'sürüm', 'dön', 'iyi', 'güvenlik', 'koy', 'güzel', 'fakat', 'abart', 'zaten', 'telefon', 'mobil', 'onay', 'kod', 'arkadaş', 'gerek', 'var', 'yok', 'kendi', ""i̇nternet'inle"", 'bağla', 'wifi', 'giriş', 'allah', 'bela', 'giyim']","['wifi giriş', 'zaten telefon', 'bağla wifi', 'wifi', 'telefon mobil']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['düzel', 'wifi', 'giriş', 'illa', 'türk', 'i̇nternet', 'lazım']","['düzel wifi', 'wifi giriş', 'wifi', 'türk nternet', 'illa türk']"
"['iyi', 'gerçekten', 'i̇nternet']","['iyi gerçekten', 'iyi', 'gerçekten nternet', 'gerçekten', 'nternet']"
['iyi'],['iyi']
"['normal', 'aycell', 'kartlarinin', 'sanal', 'kart', 'dahi', 'kredi', 'parti', 'özellik', 'taşı', 'başarı', 'destek', 'ekip', 'yardım', 'üst', 'düzey', 'kullanım', 'performans', 'iyi', 'düzey', 'güncelle', 'rahat', 'boz', 'iste', 'husus', 'dikkat', 'gerek', 'saygı', 'teşekkür']","['başarı destek', 'kartlarinin sanal', 'kart dahi', 'aycell kartlarinin', 'kredi parti']"
"['mathis', 'sevim', 'inninal', 'dan', 'iyi']","['mathis sevim', 'mathis', 'dan iyi', 'iyi', 'sevim inninal']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['aycell', 'fayda', 'hangi', 'kurum', 'git', 'finans', 'işlem', 'bura', 'tamamla', 'güzel', 'iyi', 'var']","['aycell fayda', 'finans işlem', 'tamamla güzel', 'finans', 'fayda hangi']"
['iyi'],['iyi']
['iyi'],['iyi']
"['hesap', 'para', 'yatır', 'giriş', 'acilen', 'düzel', 'lazım', 'para', 'kullan', 'lazım', 'acil']","['para yatır', 'lazım para', 'hesap para', 'para kullan', 'hesap']"
['iyi'],['iyi']
"['güzel', 'lando', 'sonra', 'kolay', 'sadece', 'değil', 'kapak', 'ses', 'hira', 'kadar', 'kolay', 'değil', 'gün', 'ertele', 'video', 'ses', 'sistem', 'hız', 'güven', 'bilgi', 'iyi', 'bimcell', 'tek', 'kargo', 'gönderim', 'efsanevi', 'brawn', 'star', 'sonra', 'hesap', 'ses', 'civar', 'zaman', 'kazan', 'kanal', 'cevap', 'hesap', 'değil', 'kapak', 'fotoğraf', 'hira', 'alım']","['kanal cevap', 'video ses', 'ses sistem', 'kapak ses', 'hira kadar']"
['iyi'],['iyi']
"['kendi', 'kendi', 'şifre', 'değiş', 'böyle']","['şifre değiş', 'kendi şifre', 'şifre', 'değiş böyle', 'değiş']"
['iyi'],['iyi']
"['iyi', 'puan', 'iyi']","['iyi puan', 'puan iyi', 'iyi', 'puan']"
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'güzel']","['iyi güzel', 'güzel', 'iyi']"
['iyi'],['iyi']
"['iyi', 'tek', 'kelime', 'anlatım']","['tek kelime', 'kelime anlatım', 'kelime', 'iyi tek', 'anlatım']"
"['turkcell', 'iyi', 'iyi', 'iyi', 'sömür', 'başla', 'kısa', 'süre', 'cay', 'ceza', 'vodafone', 'geç', 'yara']","['turkcell iyi', 'vodafone geç', 'turkcell', 'başla kısa', 'iyi iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'geri']","['iyi geri', 'geri', 'iyi']"
"['harika', 'banka', 'tam', 'yer', 'para', 'yatır', 'para', 'çek', 'para', 'kes', 'üstelik', 'kış', 'falan', 'değil', 'işlem', 'kes', 'düzenle', 'sevin']","['harika banka', 'banka tam', 'banka', 'para yatır', 'çek para']"
['iyi'],['iyi']
"['akedaş', 'iyi']","['akedaş iyi', 'iyi', 'akedaş']"
"['iyi', 'herkes', 'tavsiye']","['herkes tavsiye', 'iyi herkes', 'iyi', 'tavsiye', 'herkes']"
"['i̇nternet', 'iyi']","['nternet iyi', 'iyi', 'nternet']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['aycell', 'beş', 'para', 'ödül', 'sahte', 'ayrıca', 'turkcell', 'avantaj', 'sağla', 'yüz', 'sil']","['ödül sahte', 'turkcell avantaj', 'ayrıca turkcell', 'para ödül', 'turkcell']"
"['dalga', 'geç', 'kendi', 'numara', 'gir', 'kendi', 'bile', 'kod', 'cihaz', 'sim', 'kart', 'anla', 'kod', 'otomatik', 'gir', 'hala', 'gir', 'çalış', 'hesap', 'sim', 'kart', 'numara', 'uyuş', 'şimdi', 'dur', 'güvenlik', 'artır', 'düşünce', 'kur', 'komik', 'farkındalık', 'yarat', 'çalış', 'bat', 'haber', 'var', 'aynen', 'harika', 'güvenlik', 'sistem', 'var', 'şimdi', 'kimse', 'gir', 'neyse', 'gir', 'zaman', 'ilk', 'hesap', 'sil']","['kod cihaz', 'otomatik gir', 'sim kart', 'bile kod', 'cihaz sim']"
['iyi'],['iyi']
"['hafif', 'gezinti', 'birçok', 'hizmet', 'uygun', 'zaman', 'iyi', 'incele', 'fırsat', 'teşekkür', 'türkel']","['fırsat teşekkür', 'birçok hizmet', 'hizmet uygun', 'teşekkür', 'hizmet']"
"['iyi', 'başka']","['iyi başka', 'iyi', 'başka']"
"['iyi', 'fayda']","['iyi fayda', 'fayda', 'iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
"['güzel', 'halet', 'bide', 'puan', 'kazan', 'i̇nternet', 'paket', 'kazan', 'gayet', 'iyi', 'puan', 'kazan', 'değişik', 'kampanya', 'ekle']","['iyi puan', 'puan kazan', 'değişik kampanya', 'kazan gayet', 'kampanya ekle']"
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'arka']","['iyi arka', 'arka', 'iyi']"
"['iyi', 'saçmala', 'sürekli', 'hata']","['sürekli hata', 'saçmala sürekli', 'hata', 'iyi saçmala', 'saçmala']"
"['süper', 'limit', 'artır', 'iyi', 'aycell', 'puan', 'aynı', 'firma', 'birden', 'fazla', 'paket', 'alın']","['süper limit', 'limit artır', 'fazla paket', 'artır', 'artır iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['aycell', 'kampanya', 'katıl', 'şart', 'gerçek', 'ödül', 'aycell', 'eposta', 'gönder', 'saçma', 'neden', 'göster', 'ödül', 'reddet', 'tavsiye', 'kullan', 'papara', 'iyi', 'kullan', 'teşekkür']","['gönder', 'aycell kampanya', 'kullan teşekkür', 'kampanya katıl', 'katıl']"
"['ödül', 'kullan', 'çözüm', 'sağla', 'kadar', 'süre', 'bittigerekli', 'yer', 'görüş', 'zaten', 'çözüm', 'ödül', 'yalan', 'herşey', 'ücret', 'kesin', 'sorun', 'dolu', 'kaç', 'gün', 'böyle', 'uzak', 'dur', 'güzel', 'alternatif', 'var', 'böyle', 'kendi', 'bitir']","['çözüm ödül', 'ödül yalan', 'ödül kullan', 'süre bittigerekli', 'çözüm sağla']"
"['cooook', 'güzel', 'oyun', 'harca', 'hediye', 'iyi']","['hediye iyi', 'harca hediye', 'hediye', 'güzel oyun', 'cooook güzel']"
"['çoook', 'iyi']","['çoook iyi', 'çoook', 'iyi']"
"['allah', 'razı', 'kolay', 'öde', 'bölüm', 'genişle', 'iyi']","['allah razı', 'kolay öde', 'allah', 'razı kolay', 'öde']"
"['iyi', 'iyi']","['iyi iyi', 'iyi']"
"['paket', 'yükle', 'güncelle', 'iste', 'herhangi', 'zaman', 'bildirim', 'gönder', 'güncelle', 'iyi', 'hediye', 'para', 'kart', 'işle', 'şekil', 'faiz', 'vesyre', 'bari', 'hediye']","['kart işle', 'yükle güncelle', 'hediye para', 'hediye', 'iyi hediye']"
"['son', 'güncelle', 'sonra', 'diğer', 'hat', 'tanımla', 'aycell', 'gir', 'numara', 'güvenlik', 'tamam', 'anla', 'kadar', 'güvenlik', 'normal', 'banka', 'yok', 'bira', 'önce', 'çözüm', 'rica', 'şöyle', 'çözüm', 'öner', 'mümkün', 'hat', 'sahip', 'aynı', 'kişi', 'iste', 'telefon', 'gir', 'teşekkür']","['numara güvenlik', 'iste telefon', 'telefon', 'telefon gir', 'kadar güvenlik']"
['iyi'],['iyi']
"['iyi', 'iyi']","['iyi iyi', 'iyi']"
"['iyi', 'i̇nternet', 'aycell', 'iyi', 'siz', 'kullan']","['aycell iyi', 'siz kullan', 'iyi nternet', 'iyi siz', 'kullan']"
"['güzel', 'iyi', 'kampanya', 'bekle']","['iyi kampanya', 'kampanya bekle', 'kampanya', 'bekle', 'güzel iyi']"
"['iyi', 'güzel', 'hoş']","['güzel hoş', 'güzel', 'hoş', 'iyi güzel', 'iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
"['helal', 'siz', 'ülke', 'iyi', 'sistem', 'getir']","['ülke iyi', 'siz ülke', 'iyi sistem', 'sistem getir', 'iyi']"
"['iyi', 'puan', 'git']","['iyi puan', 'puan git', 'iyi', 'git', 'puan']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'kullan']","['iyi kullan', 'kullan', 'iyi']"
['iyi'],['iyi']
"['iyi', 'yaa']","['iyi yaa', 'iyi', 'yaa']"
"['iyi', 'bilgisayar', 'yükle', 'tak', 'kart', 'kardeş', 'böyle', 'saçma', 'güvenlik', 'kontrol', 'insan', 'milyarlarca', 'koy']","['saçma güvenlik', 'güvenlik kontrol', 'milyarlarca koy', 'insan milyarlarca', 'milyarlarca']"
"['fırsat', 'yelpaze', 'kontör', 'yüklem', 'sind', 'bayağı', 'iyi', 'turkcell', 'paket', 'dene', 'aktif', 'çalış', 'yükle', 'gerçekten', 'harika', 'bird', 'i̇stanbul', 'kart', 'para', 'yüklem', 'işlem', 'komisyon', 'iyi', 'zaten', 'kendi', 'banka', 'parti', 'tanımla', 'bird', 'komisyon', 'alın', 'hoş']","['bird komisyon', 'komisyon iyi', 'harika bird', 'iyi turkcell', 'turkcell paket']"
['iyi'],['iyi']
['iyi'],['iyi']
"['harbi', 'iyi']","['harbi iyi', 'iyi', 'harbi']"
['iyi'],['iyi']
"['iyi', 'müşteri', 'memnuniyet', 'acı', 'müşteri', 'daha', 'avantaj', 'ayrıcalık', 'sun']","['müşteri memnuniyet', 'iyi müşteri', 'avantaj ayrıcalık', 'daha avantaj', 'acı müşteri']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['koy', 'güzel', 'puan', 'güzel']","['puan güzel', 'güzel puan', 'koy güzel', 'güzel', 'puan']"
['iyi'],['iyi']
"['iyi', 'herşey', 'harika', 'tek', 'kelime']","['iyi herşey', 'harika tek', 'herşey harika', 'iyi', 'harika']"
['iyi'],['iyi']
"['iyi', 'iyi']","['iyi iyi', 'iyi']"
['iyi'],['iyi']
"['üst', 'çık', 'yıldız', 'puan', 'i̇nternet', 'var', 'onayla', 'hata', 'sabah', 'beri', 'düzel', 'güncelle', 'hala', 'aynı', 'düzel', 'iyi']","['düzel güncelle', 'yıldız puan', 'beri düzel', 'aynı düzel', 'çık yıldız']"
"['üstün', 'oyun', 'para', 'yatır', 'iyi']","['oyun para', 'üstün oyun', 'para yatır', 'iyi', 'yatır iyi']"
"['gece', 'puan', 'biraz', 'çabuk', 'iyi']","['gece puan', 'çabuk iyi', 'biraz çabuk', 'gece', 'çabuk']"
"['aycell', 'sev', 'güzel', 'sistem', 'güvenlik', 'açı', 'iyi', 'birkere', ""i̇nternet'ten"", 'alışveriş', 'cev', 'kod', 'yanlış', 'girdi', 'sonra', 'kart', 'kitle', 'kart', 'kaybol', 'tanı', 'sistem', 'müşteri', 'hizmet', 'hız', 'şekil', 'bağla', 'doğrula', 'kart', 'yeniden', 'kullanım', 'teşekkür', 'aycell', 'ekip']","['kitle kart', 'doğrula kart', 'sistem güvenlik', 'kart kitle', 'sonra kart']"
['iyi'],['iyi']
"['iyi', 'puan', 'artirilirsa', 'iyi']","['artirilirsa iyi', 'iyi puan', 'puan artirilirsa', 'artirilirsa', 'iyi']"
['iyi'],['iyi']
"['son', 'güncelle', 'birlikte', 'superbox', 'hat', 'sahip', 'giriş', 'ilk', 'giriş', 'esnasındamobil', 'hat', 'telefon', 'takı', 'mobil', 'i̇nternet', 'üzeri', 'girilmesigerekiyor', 'superbox', 'sahip', 'mümkün', 'değil', 'lütfen', 'konu', 'düzenle']","['girilmesigerekiyor superbox', 'superbox sahip', 'superbox', 'birlikte superbox', 'superbox hat']"
['iyi'],['iyi']
"['arkadaş', 'iyi', 'kaza']","['arkadaş iyi', 'arkadaş', 'iyi kaza', 'kaza', 'iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'güncelle', 'wifi', 'giriş', 'yok', 'yanis']","['güncelle wifi', 'wifi giriş', 'wifi', 'giriş yok', 'yok yanis']"
"['iyi', 'beğendi']","['iyi beğendi', 'beğendi', 'iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'program', 'hareket', 'para']","['iyi program', 'hareket para', 'program hareket', 'program', 'hareket']"
"['iyi', 'proğram']","['iyi proğram', 'iyi', 'proğram']"
"['yapdınz', 'böyle', 'paycele', 'gir', 'eyyyyyyyyy']","['eyyyyyyyyy', 'böyle paycele', 'yapdınz böyle', 'böyle', 'yapdınz']"
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'iyi']","['iyi iyi', 'iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['süper', 'geliş', 'bird', 'zaman', 'puan', 'iyi', 'zaman', 'kullan', 'teşvik', 'olursunuzbende', 'işlem', 'bura']","['olursunuzbende işlem', 'zaman puan', 'zaman kullan', 'iyi zaman', 'olursunuzbende']"
['iyi'],['iyi']
['iyi'],['iyi']
"['aycell', 'super', 'seçim', 'aycell', 'kar', 'hallet', 'iyi', 'yar']","['super seçim', 'hallet iyi', 'iyi yar', 'super', 'iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'tavsiye', 'eder']","['iyi tavsiye', 'tavsiye eder', 'tavsiye', 'iyi', 'eder']"
"['güzel', 'şikayet', 'herhangi', 'sorun', 'hemen', 'geri', 'dönüş', 'iyi', 'aycell', 'turkcell', 'emel', 'sage']","['turkcell emel', 'güzel şikayet', 'şikayet herhangi', 'şikayet', 'emel sage']"
"['güzel', 'herkes', 'öner']","['güzel herkes', 'güzel', 'herkes öner', 'öner', 'herkes']"
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'gün', 'limit', 'kullan', 'islemparasi', 'filan', 'abartili', 'kes', 'simdihazir', 'limit', 'var', 'koru', 'oda', 'hesap', 'limit', 'kullan', 'hesap', 'sev', 'göster']","['limit kullan', 'gün limit', 'hesap limit', 'limit var', 'limit']"
['iyi'],['iyi']
"['turkcell', 'iyi']","['turkcell iyi', 'iyi', 'turkcell']"
['iyi'],['iyi']
"['moruk', 'iyi']","['moruk iyi', 'iyi', 'moruk']"
"['çoook', 'iyi', 'kart']","['iyi kart', 'çoook iyi', 'çoook', 'iyi', 'kart']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['val', 'güzel', 'para', 'kazan', 'eyvallah', 'iyi', 'kandil']","['güzel para', 'iyi kandil', 'eyvallah iyi', 'güzel', 'val güzel']"
"['gir', 'eski', 'posta', 'kayıt', 'şifre', 'iste', 'eski', 'eposta', 'gönder', 'şua', 'kullan', 'eposta', 'giriş', 'yardımcı', 'sevin', 'iyi', 'çalış']","['eposta gönder', 'eposta giriş', 'posta kayıt', 'eski eposta', 'şifre iste']"
"['kimlik', 'doğrula', 'koy', 'banka', 'çalış', 'ziraat', 'banka', 'başka', 'yöntem', 'geliş', 'rica', 'posta', 'gönder', 'gönder', 'posta', 'cevap', 'bile']","['banka çalış', 'gönder posta', 'banka başka', 'banka', 'kimlik doğrula']"
"['iyi', 'kolay', 'kullanım']","['kolay kullanım', 'kullanım', 'iyi kolay', 'kolay', 'iyi']"
"['aycell', 'bakiye', 'sıfır', 'rağmen', 'fatura', 'yansı', 'ürün', 'ücret', 'onay', 'gerçek', 'yüz', 'yıldız', 'öyle', 'aycell', 'hesap', 'gerek', 'var', 'aycell', 'kart', 'gerek', 'var', 'direk', 'fatura', 'yansı', 'öyle']","['fatura yansı', 'rağmen fatura', 'direk fatura', 'fatura', 'kart gerek']"
"['iyi', 'iyi', 'iyi']","['iyi iyi', 'iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
"['artık', 'insan', 'kan', 'yorulmadınızmı', 'sene', 'önce', 'kadar', 'turkcell', 'ustunç', 'operatör', 'yok', 'son', 'dip', 'vur', 'yalan', 'kampanya', 'yalan', 'hediye', 'sikle', 'aaa', 'para', 'iste', 'yer', 'hediye', 'salla', 'kazan', 'insan', 'hakaret', 'saat', 'artık', 'fark', 'operatör', 'gece', 'zaman', 'iyi', 'telekom']","['yalan kampanya', 'kampanya yalan', 'yalan hediye', 'hakaret saat', 'kadar turkcell']"
"['iyi', 'yem', 'yerli', 'i̇nternet', 'kazandirmaniz', 'gerek', 'canlı', 'ders', 'kati', ""i̇nternet'in"", 'lütfen', 'hediye', 'i̇nternet', 'coğaltin']","['yerli nternet', 'canlı ders', 'lütfen hediye', 'nternet coğaltin', 'yerli']"
['iyi'],['iyi']
"['paycel', 'güzel', 'beğendimbaşka', 'tavsiye', 'şüphe', 'hemen', 'şüphe', 'hiçççççç', 'gerek', 'yok']","['beğendimbaşka tavsiye', 'tavsiye', 'güzel beğendimbaşka', 'beğendimbaşka', 'güzel']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['hay', 'ski', 'payne', 'salak', 'wifi', 'giriş', 'illa', 'i̇nternet', 'iste', 'böyle', 'malik']","['salak wifi', 'wifi giriş', 'wifi', 'hay ski', 'ski']"
['iyi'],['iyi']
['iyi'],['iyi']
"['güzel', 'kampanya', 'geri', 'öde', 'zaman', 'bildirim', 'hangi', 'kampanya', 'öde', 'yaz', 'iyi']","['kampanya öde', 'geri öde', 'öde zaman', 'güzel kampanya', 'öde']"
['iyi'],['iyi']
['iyi'],['iyi']
"['kendi', 'numara', 'hala', 'numara', 'doğru', 'giriş', 'yıl', 'kullan', 'böyle', 'hata', 'yok', 'şimdi', 'telefon', 'numara', 'doğrula']","['numara doğrula', 'numara hala', 'telefon numara', 'numara doğru', 'numara']"
"['perşembe', 'salla', 'puan', 'topla', 'puan', 'art', 'dur', 'böyle', 'git', 'sil']","['git sil', 'dur böyle', 'böyle git', 'git', 'perşembe salla']"
['iyi'],['iyi']
"['aycell', 'gerçekten', 'güzel', 'sev', 'kullan', 'ramazan', 'bayram', 'özel', 'herkes', 'puan', 'hediye', 'puan', 'kazan', 'kampanya', 'aşırı', 'güzel', 'salla', 'topladanher', 'zaman', 'puan', 'yerine', 'puan', 'bayram', 'özel', 'biraz', 'puan', 'dağıt', 'güzel', 'iyi', 'sevin']","['puan bayram', 'bayram özel', 'hediye puan', 'ramazan bayram', 'puan hediye']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['teşekkür', 'fidan', 'yetiş', 'katkı', 'bulun', 'sağla']","['teşekkür fidan', 'teşekkür', 'katkı bulun', 'katkı', 'sağla']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['ihtiyaç', 'kullan', 'güzel', 'işlem', 'ücret', 'fazla', 'lütfen', 'konu', 'düzenle']","['fazla lütfen', 'güzel işlem', 'lütfen konu', 'konu düzenle', 'ihtiyaç kullan']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'yarar', 'ihtiyaç', 'yarar']","['yarar ihtiyaç', 'iyi yarar', 'yarar', 'ihtiyaç yarar', 'ihtiyaç']"
"['harika', 'faiz', 'yüksek', 'süper', 'başarı', 'faydaliçok', 'uzun', 'süre', 'kullan', 'herhangi', 'sorun', 'yaşa', 'zaten', 'müşteri', 'memnuniyet', 'konu', 'iyi', 'hemen', 'çözüm', 'sağla', 'teşekkür', 'aycell', 'harika']","['harika faiz', 'başarı faydaliçok', 'süper başarı', 'müşteri memnuniyet', 'faiz yüksek']"
"['dik', 'iyi']","['dik iyi', 'iyi', 'dik']"
['iyi'],['iyi']
"['gerçekten', 'böyle', 'çık', 'yıldız', 'bile', 'gir', 'hat', 'numara', 'fark', 'böyle', 'saçmalık']","['yıldız bile', 'çık yıldız', 'yıldız', 'böyle saçmalık', 'fark böyle']"
"['iyi', 'güzel', 'son', 'güncelle', 'sonra', 'saçmala', 'başla', 'wifi', 'açık', 'gir', 'hesap', 'bağ', 'sim', 'kart', 'telefon', 'yok', 'giriş', 'saçmala', 'yenilik', 'güncelle', 'hayat', 'kolay', 'için', 'berbat']","['başla wifi', 'wifi açık', 'wifi', 'saçmala yenilik', 'yenilik güncelle']"
"['güncelle', 'iyi', 'doğru', 'düzgün', 'güncelle', 'resmen', 'rezalet', 'aycell', 'kapa', 'ininala', 'geç', 'yad', 'papara', 'alaca', 'biçim', 'güncelle']","['biçim güncelle', 'düzgün güncelle', 'güncelle', 'güncelle iyi', 'güncelle resmen']"
