lemmas,positif_oneriler
['iyi'],['iyi']
['super'],['super']
['güzel'],['güzel']
['iyi'],['iyi']
['güzel'],['güzel']
['iyi'],['iyi']
"['sat', 'güzel']","['sat güzel', 'güzel', 'sat']"
['süper'],['süper']
"['süper', 'sağlık']","['süper sağlık', 'sağlık', 'süper']"
['harika'],['harika']
['iyi'],['iyi']
['güzel'],['güzel']
['harika'],['harika']
['güzel'],['güzel']
['süper'],['süper']
['harika'],['harika']
['süper'],['süper']
['iyi'],['iyi']
['güzel'],['güzel']
['güzel'],['güzel']
['tanicaz'],['tanicaz']
"['yaaa', 'iyi']","['yaaa iyi', 'iyi', 'yaaa']"
"['tek', 'kelime', 'mükemmel']","['kelime mükemmel', 'mükemmel', 'tek kelime', 'kelime', 'tek']"
['muhteşem'],['muhteşem']
['harika'],['harika']
['güzel'],['güzel']
['güzel'],['güzel']
['iyi'],['iyi']
['güzel'],['güzel']
"['muhteşem', 'beğendi']","['muhteşem beğendi', 'muhteşem', 'beğendi']"
['iyi'],['iyi']
"['mükemmel', 'yara', 'avantaj', 'tarife', 'var']","['mükemmel yara', 'yara avantaj', 'mükemmel', 'yara', 'avantaj']"
"['süper', 'muhteşem']","['süper muhteşem', 'muhteşem', 'süper']"
['harika'],['harika']
['mükemmel'],['mükemmel']
['iyi'],['iyi']
['güzel'],['güzel']
"['güzel', 'iste', 'zaman', 'rob', 'yatır', 'mükemmel', 'normal', 'kart', 'kullan', 'yasak', 'kart', 'neredeyse', 'iste', 'teşekkür', 'aycell']","['kart kullan', 'kart neredeyse', 'yasak kart', 'normal kart', 'yatır mükemmel']"
['iyi'],['iyi']
['mükemmel'],['mükemmel']
"['saye', 'bol', 'bol', 'i̇nternet', 'kazan', 'güzel']","['kazan güzel', 'saye bol', 'güzel', 'saye', 'bol nternet']"
"['süper', 'emek', 'sağlık', 'beğendi', 'gerçekten', 'turkcell', 'başka', 'güzel', 'tessekkurler', 'turkcell', 'turkcell', 'aycell', 'bağ', 'hayat']","['turkcell turkcell', 'gerçekten turkcell', 'turkcell', 'turkcell başka', 'turkcell aycell']"
"['harika', 'dusunce']","['harika dusunce', 'harika', 'dusunce']"
['süper'],['süper']
['güzel'],['güzel']
"['yeni', 'şimdilik', 'iyi']","['şimdilik iyi', 'şimdilik', 'yeni şimdilik', 'iyi', 'yeni']"
['güzel'],['güzel']
['güzel'],['güzel']
['harita'],['harita']
"['aycell', 'giriş', 'yetkili', 'yardımcı', 'sevin']","['yetkili yardımcı', 'giriş yetkili', 'giriş', 'yetkili', 'aycell giriş']"
['bass'],['bass']
"['efsane', 'ininaldan', 'iyi']","['ininaldan iyi', 'efsane ininaldan', 'efsane', 'ininaldan', 'iyi']"
"['iyi', 'gör']","['iyi gör', 'iyi', 'gör']"
"['güzel', 'sbs']","['güzel sbs', 'sbs', 'güzel']"
"['sev', 'güzel', 'bravo', 'turkcell']","['bravo turkcell', 'güzel bravo', 'sev güzel', 'bravo', 'güzel']"
"['güzel', 'limit', 'limit', 'artirilsa', 'güzel', 'yüz', 'yıldız']","['yüz yıldız', 'limit artirilsa', 'güzel limit', 'yıldız', 'artirilsa güzel']"
"['tek', 'kelime', 'süper']","['kelime süper', 'süper', 'tek kelime', 'kelime', 'tek']"
['bravo'],['bravo']
['güzel'],['güzel']
['teşekkür'],['teşekkür']
['iyi'],['iyi']
"['müşteri', 'hizmet', 'bağla', 'kadar', 'zor', 'şua', 'hal', 'bekle', 'dakika', 'bekle', 'teşekkür', 'teşekkür']","['müşteri hizmet', 'bekle teşekkür', 'müşteri', 'teşekkür teşekkür', 'teşekkür']"
['iyi'],['iyi']
['güzel'],['güzel']
['süper'],['süper']
['süper'],['süper']
['iyi'],['iyi']
['iyi'],['iyi']
['harika'],['harika']
['güzel'],['güzel']
['süper'],['süper']
"['salla', 'kazan', 'kazan', 'puan', 'yet', 'kadar', 'iste', 'teşekkür']","['iste teşekkür', 'kazan puan', 'teşekkür', 'kazan kazan', 'kadar iste']"
"['vodafone', 'baskalarina', 'paket', 'yükle', 'iyi', 'hatim', 'tacim', 'kart', 'ayrica', 'vodafone', 'mesela', 'pualarin', 'karsiligi', 'para', 'puan', 'arsiliginda', 'başka', 'hatta', 'süper']","['vodafone baskalarina', 'pualarin', 'tacim kart', 'baskalarina paket', 'kart ayrica']"
"['sev', 'güzel']","['sev güzel', 'güzel', 'sev']"
"['iyi', 'yara', 'teşekkür']","['yara teşekkür', 'teşekkür', 'iyi yara', 'iyi', 'yara']"
"['iyi', 'güzel']","['iyi güzel', 'güzel', 'iyi']"
"['güzel', 'yeni', 'lazım']","['yeni lazım', 'güzel yeni', 'yeni', 'güzel', 'lazım']"
['güzel'],['güzel']
['süper'],['süper']
"['gayet', 'iyi', 'hat', 'para', 'ekip', 'kullan', 'bil']","['ekip kullan', 'iyi hat', 'para ekip', 'ekip', 'hat para']"
['güzel'],['güzel']
['güzel'],['güzel']
['güzel'],['güzel']
['başarı'],['başarı']
"['süper', 'efsane']","['süper efsane', 'efsane', 'süper']"
"['gayet', 'güzel']","['gayet güzel', 'güzel', 'gayet']"
"['güzel', 'tavsiye']","['güzel tavsiye', 'tavsiye', 'güzel']"
['güzel'],['güzel']
['iyi'],['iyi']
['güzel'],['güzel']
['güzel'],['güzel']
"['güzel', 'kullan']","['güzel kullan', 'güzel', 'kullan']"
"['kart', 'tam', 'yut', 'ücret', 'iade', 'sorun', 'yaşa', 'sırf', 'turkcell', 'kötüle', 'yorum', 'yaziyosunuz', 'yıldız', 'bile', 'teşekkür']","['yorum yaziyosunuz', 'bile teşekkür', 'sırf turkcell', 'yorum', 'yaziyosunuz yıldız']"
"['süper', 'i̇yi̇', 'beğendi', 'kötü', 'yorum']","['süper yi', 'yorum', 'kötü yorum', 'yi beğendi', 'süper']"
"['iyi', 'kardeş']","['iyi kardeş', 'kardeş', 'iyi']"
['iyi'],['iyi']
['harika'],['harika']
"['iyi', 'iyi', 'iyi']","['iyi iyi', 'iyi']"
['mükemmel'],['mükemmel']
['süper'],['süper']
"['boş', 'konuş', 'gerek', 'yok', 'numara', 'beş', 'yıldız', 'herşey', 'güzel', 'mantık', 'tasarla', 'kim', 'emek', 'var', 'sağlık']","['beş yıldız', 'numara beş', 'yıldız herşey', 'beş', 'güzel mantık']"
"['gayet', 'güzel']","['gayet güzel', 'güzel', 'gayet']"
['süper'],['süper']
['güzel'],['güzel']
['güzel'],['güzel']
"['güzel', 'biraz', 'geliş', 'iyi']","['geliş iyi', 'güzel biraz', 'güzel', 'iyi', 'biraz geliş']"
['harika'],['harika']
['harika'],['harika']
['süper'],['süper']
['güzel'],['güzel']
"['harika', 'işlev']","['harika işlev', 'işlev', 'harika']"
['iyi'],['iyi']
"['hala', 'güzel', 'fatura', 'kesinti', 'cep', 'yükle']","['güzel fatura', 'fatura kesinti', 'fatura', 'cep yükle', 'kesinti cep']"
['great'],['great']
['iyi'],['iyi']
['güzel'],['güzel']
"['güzel', 'sev']","['güzel sev', 'güzel', 'sev']"
['iyi'],['iyi']
"['teşekkür', 'hayır', 'sağol', 'güzel']","['hayır sağol', 'teşekkür hayır', 'sağol güzel', 'sağol', 'teşekkür']"
['süper'],['süper']
"['kullan', 'pratik', 'tavsiye']","['pratik tavsiye', 'tavsiye', 'kullan pratik', 'kullan', 'pratik']"
['süper'],['süper']
['güzel'],['güzel']
['güzel'],['güzel']
['iyi'],['iyi']
"['muhteşem', 'yaa']","['muhteşem yaa', 'muhteşem', 'yaa']"
['süper'],['süper']
"['katil', 'güzel']","['katil güzel', 'katil', 'güzel']"
['güzel'],['güzel']
['iyi'],['iyi']
"['gayet', 'iyi']","['gayet iyi', 'iyi', 'gayet']"
"['mobil', 'öde', 'sistem', 'harika', 'ilk', 'boyunca', 'limit', 'var', 'öde', 'limit', 'belirle']","['mobil öde', 'öde limit', 'öde sistem', 'limit belirle', 'boyunca limit']"
"['gerçekten', 'güzel']","['gerçekten güzel', 'güzel', 'gerçekten']"
"['güzel', 'teşekkür']","['güzel teşekkür', 'teşekkür', 'güzel']"
['memnun'],['memnun']
['teşekkür'],['teşekkür']
['harika'],['harika']
['güzel'],['güzel']
['güzel'],['güzel']
['harika'],['harika']
"['aycell', 'gün', 'puan', 'kaybet', 'çirkin', 'aycell', 'beğen']","['çirkin', 'aycell beğen', 'kaybet çirkin', 'beğen', 'aycell gün']"
['süper'],['süper']
"['arkadaş', 'mükemmel', 'tavsiye']","['arkadaş mükemmel', 'mükemmel tavsiye', 'arkadaş', 'tavsiye', 'mükemmel']"
"['güzel', 'güven']","['güzel güven', 'güven', 'güzel']"
"['güzel', 'etkile']","['güzel etkile', 'etkile', 'güzel']"
['süper'],['süper']
"['aycell', 'iyi', 'yok', 'teşekkür', 'turkcell']","['teşekkür turkcell', 'yok teşekkür', 'turkcell', 'teşekkür', 'aycell iyi']"
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['iyi'],['iyi']
"['gizli', 'güzel', 'bravo']","['güzel bravo', 'gizli güzel', 'bravo', 'güzel', 'gizli']"
"['harika', 'turkcell']","['harika turkcell', 'turkcell', 'harika']"
['iyi'],['iyi']
['güzel'],['güzel']
['nice'],['nice']
['iyi'],['iyi']
['iyi'],['iyi']
['süper'],['süper']
['süper'],['süper']
['güzel'],['güzel']
['güzel'],['güzel']
"['efsane', 'kullan', 'tavsiye']","['efsane kullan', 'efsane', 'kullan tavsiye', 'tavsiye', 'kullan']"
"['bakiye', 'art', 'güzel', 'sabit', 'kal', 'düzen', 'öde', 'bile']","['öde bile', 'güzel sabit', 'düzen öde', 'sabit kal', 'öde']"
['harika'],['harika']
['güzel'],['güzel']
"['ilk', 'yorum']","['ilk yorum', 'yorum', 'ilk']"
"['harika', 'herkes', 'tavsiye']","['herkes tavsiye', 'harika herkes', 'harika', 'tavsiye', 'herkes']"
['süper'],['süper']
"['güzel', 'fayda']","['güzel fayda', 'fayda', 'güzel']"
['güzel'],['güzel']
"['süper', 'beğendi']","['süper beğendi', 'beğendi', 'süper']"
['harika'],['harika']
['süper'],['süper']
['harika'],['harika']
"['efsane', 'güzel']","['efsane güzel', 'efsane', 'güzel']"
['güzel'],['güzel']
['süper'],['süper']
"['kullanım', 'kolay', 'pratik', 'kart']","['pratik kart', 'kullanım kolay', 'kolay pratik', 'kart', 'kullanım']"
['mükemmel'],['mükemmel']
"['iyi', 'para', 'yatır', 'bide', 'çek', 'lira', 'çek', 'dış', 'iyi']","['iyi para', 'dış iyi', 'para yatır', 'iyi', 'çek dış']"
['harika'],['harika']
['güzel'],['güzel']
"['güzel', 'kullan', 'kanka']","['kullan kanka', 'güzel kullan', 'güzel', 'kullan', 'kanka']"
['güzel'],['güzel']
"['herkes', 'tavsiye']","['herkes tavsiye', 'tavsiye', 'herkes']"
"['dolandırıcı', 'tavsiye']","['dolandırıcı tavsiye', 'tavsiye', 'dolandırıcı']"
['iyi'],['iyi']
"['kolay', 'rahat', 'güzel']","['rahat güzel', 'kolay rahat', 'güzel', 'rahat', 'kolay']"
"['muhteşem', 'kart']","['muhteşem kart', 'muhteşem', 'kart']"
['iyi'],['iyi']
"['salla', 'kazan', 'hediye', 'caliyonuz']","['kazan hediye', 'hediye caliyonuz', 'hediye', 'kazan', 'salla']"
['mükemmel'],['mükemmel']
['harika'],['harika']
['başarı'],['başarı']
['iyi'],['iyi']
['süper'],['süper']
['güzel'],['güzel']
['harika'],['harika']
"['güzel', 'tavsiye']","['güzel tavsiye', 'tavsiye', 'güzel']"
['güzel'],['güzel']
"['ilk', 'dene', 'güzel', 'fayda', 'fatura', 'son', 'öde', 'gün', 'varsay', 'kredi', 'kart', 'müsait', 'değil', 'çözüm', 'aycell', 'teşekkür']","['varsay kredi', 'kredi kart', 'fayda fatura', 'öde gün', 'kredi']"
['iyi'],['iyi']
['mükemmel'],['mükemmel']
['güzel'],['güzel']
"['turkcell', 'herşey', 'güzel']","['herşey güzel', 'turkcell herşey', 'güzel', 'turkcell', 'herşey']"
['süper'],['süper']
['süper'],['süper']
['güzel'],['güzel']
['süper'],['süper']
['iyi'],['iyi']
['süper'],['süper']
"['güzel', 'kart', 'kullan', 'avantaj', 'kampanya', 'var', 'tavsiye']","['güzel kart', 'kart kullan', 'avantaj kampanya', 'kullan avantaj', 'avantaj']"
['süper'],['süper']
"['güzel', 'kullan']","['güzel kullan', 'güzel', 'kullan']"
['iyi'],['iyi']
['iyi'],['iyi']
['harika'],['harika']
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['süper'],['süper']
['güzel'],['güzel']
"['süper', 'hediye', 'puan', 'yüksek', 'kazan', 'puan', 'git', 'git', 'iyi', 'yüz', 'yıldız']","['puan yüksek', 'yüksek kazan', 'süper hediye', 'kazan puan', 'hediye puan']"
['güzel'],['güzel']
['harika'],['harika']
"['güzel', 'herkes', 'tavsiye']","['herkes tavsiye', 'güzel herkes', 'güzel', 'tavsiye', 'herkes']"
"['güzel', 'gönder', 'herhangi', 'ücret', 'kes']","['herhangi ücret', 'ücret kes', 'ücret', 'güzel gönder', 'gönder herhangi']"
['beğeni'],['beğeni']
['harika'],['harika']
"['iyi', 'efsane']","['iyi efsane', 'efsane', 'iyi']"
['harika'],['harika']
['güzel'],['güzel']
['mükemmel'],['mükemmel']
['süper'],['süper']
"['iyi', 'güzel', 'oyun', 'ara', 'fren', 'fren', 'gerçekten', 'efsane']","['fren gerçekten', 'fren fren', 'ara fren', 'fren', 'güzel oyun']"
['süper'],['süper']
"['anla', 'gerek', 'yok', 'anlam', 'harika', 'sev', 'turkcell']","['sev turkcell', 'anlam harika', 'harika sev', 'anlam', 'sev']"
['süper'],['süper']
"['beğen', 'kampanyalarınizin', 'devam', 'dile']","['beğen kampanyalarınizin', 'kampanyalarınizin devam', 'kampanyalarınizin', 'beğen', 'devam dile']"
['muhteşem'],['muhteşem']
['brawww'],['brawww']
['mükemmel'],['mükemmel']
['süper'],['süper']
"['harika', 'adam']","['harika adam', 'harika', 'adam']"
"['iyi', 'bak']","['iyi bak', 'bak', 'iyi']"
"['güzel', 'şekil', 'çalış', 'rahat', 'kullanım', 'var']","['güzel şekil', 'şekil çalış', 'rahat kullanım', 'şekil', 'çalış rahat']"
['harika'],['harika']
['iyi'],['iyi']
['iyi'],['iyi']
['harika'],['harika']
['iyi'],['iyi']
['güzel'],['güzel']
"['harika', 'puan', 'geri', 'harika']","['harika puan', 'geri harika', 'harika', 'puan geri', 'puan']"
"['harika', 'i̇nternet', 'kalmiyoz']","['harika nternet', 'harika', 'nternet', 'kalmiyoz', 'nternet kalmiyoz']"
['mükemmel'],['mükemmel']
['başarı'],['başarı']
['iyi'],['iyi']
['süper'],['süper']
['harika'],['harika']
['iyi'],['iyi']
"['güzel', 'anla']","['güzel anla', 'güzel', 'anla']"
"['güzel', 'beğendi']","['güzel beğendi', 'beğendi', 'güzel']"
['nice'],['nice']
['mükemmel'],['mükemmel']
"['gerçektençok', 'iyi', 'güzel', 'harika', 'arkadaş', 'bil', 'bil', 'para', 'yüklemedenbu', 'yara', 'arkadaş', 'siz', 'seslen', 'paycel', 'kart', 'yükle', 'kot', 'market', 'alışveriş', 'mağaza', 'kart', 'bas', 'işlem', 'misal', 'harca', 'hediyefalan', 'tür', 'şey', 'var', 'harca', 'kazan', 'i̇nternet', 'şekil', 'geçen', 'harca', 'hediye']","['hediyefalan tür', 'harca hediyefalan', 'harca hediye', 'hediyefalan', 'hediye']"
['güzel'],['güzel']
['güzel'],['güzel']
"['efsane', 'düşün']","['efsane düşün', 'efsane', 'düşün']"
['iyi'],['iyi']
"['süper', 'hediye', 'yarı', 'çoğal']","['süper hediye', 'hediye yarı', 'hediye', 'süper', 'yarı çoğal']"
"['güzel', 'türk', 'devam']","['güzel türk', 'türk devam', 'türk', 'güzel', 'devam']"
['güzel'],['güzel']
['güzel'],['güzel']
['harika'],['harika']
"['güzel', 'herkes', 'tavsiye']","['herkes tavsiye', 'güzel herkes', 'güzel', 'tavsiye', 'herkes']"
"['güzel', 'para', 'git']","['güzel para', 'para git', 'güzel', 'git', 'para']"
['güzel'],['güzel']
"['gayet', 'iyi', 'ana', 'kadar']","['iyi', 'gayet iyi', 'ana kadar', 'iyi ana', 'kadar']"
['iyi'],['iyi']
['iyi'],['iyi']
['harika'],['harika']
['iyi'],['iyi']
['süper'],['süper']
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['harika'],['harika']
['harika'],['harika']
"['çekiliş', 'güzel', 'inşallah', 'çıkar', 'cidden', 'durum', 'kutu', 'ara']","['inşallah çıkar', 'güzel inşallah', 'inşallah', 'çıkar cidden', 'çıkar']"
['güzel'],['güzel']
['süper'],['süper']
['zahmet'],['zahmet']
['güzel'],['güzel']
"['ara', 'mobil', 'öde', 'hata', 'dış', 'harika']","['öde hata', 'mobil öde', 'hata dış', 'ara mobil', 'hata']"
['güzel'],['güzel']
['mükemmel'],['mükemmel']
['perfect'],['perfect']
['iyi'],['iyi']
"['teşekkür', 'iyi']","['teşekkür iyi', 'teşekkür', 'iyi']"
['süper'],['süper']
"['say', 'turkcell', 'aycell', 'hediye', 'kod', 'fren', 'fire', 'iyi']","['turkcell', 'turkcell aycell', 'say turkcell', 'iyi', 'fire iyi']"
['iyi'],['iyi']
"['güzel', 'program']","['güzel program', 'program', 'güzel']"
"['hayat', 'kadar', 'güzel', 'kampanya', 'kadar', 'güzel', 'gör', 'harika']","['güzel kampanya', 'kampanya kadar', 'gör harika', 'güzel gör', 'kadar güzel']"
['iyi'],['iyi']
"['iyi', 'iyi', 'kart', 'sadece', 'fiyat', 'tık', 'fazla']","['iyi kart', 'kart sadece', 'fiyat tık', 'sadece fiyat', 'fiyat']"
"['süper', 'puan', 'lazım', 'bazen', 'turkcel', 'i̇nternet']","['bazen turkcel', 'turkcel', 'süper puan', 'turkcel nternet', 'puan lazım']"
"['harika', 'banka', 'muhatap', 'kart', 'alışveriş', 'para', 'gönder', 'kampanya', 'iyi']","['harika banka', 'kart alışveriş', 'banka muhatap', 'para gönder', 'muhatap kart']"
"['turkcell', 'iyi', 'kullan']","['turkcell iyi', 'turkcell', 'iyi kullan', 'kullan', 'iyi']"
['güzel'],['güzel']
['güzel'],['güzel']
['harika'],['harika']
['harika'],['harika']
"['süper', 'gerçekten', 'beğendi']","['gerçekten beğendi', 'süper gerçekten', 'beğendi', 'süper', 'gerçekten']"
['güzel'],['güzel']
['mükemmel'],['mükemmel']
['harika'],['harika']
"['harika', 'fakat', 'puan', 'nakit', 'çevirme', 'güzel', 'kampanya', 'harika']","['kampanya harika', 'güzel kampanya', 'harika fakat', 'harika', 'kampanya']"
['iyi'],['iyi']
"['harika', 'öde', 'yol']","['harika öde', 'öde yol', 'öde', 'harika', 'yol']"
"['iyi', 'numara', 'degistirdim', 'yeni', 'numara', 'ekle', 'fatura', 'yansı', 'öde', 'yardımcı', 'lütfen']","['ekle fatura', 'fatura yansı', 'yansı öde', 'numara degistirdim', 'fatura']"
"['tek', 'kelime', 'mükemmel']","['kelime mükemmel', 'mükemmel', 'tek kelime', 'kelime', 'tek']"
"['oldukça', 'güzel']","['oldukça güzel', 'güzel', 'oldukça']"
['harika'],['harika']
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['adam'],['adam']
"['güzel', 'çoğu', 'bura', 'hallet']","['güzel çoğu', 'çoğu bura', 'çoğu', 'güzel', 'bura hallet']"
['iyi'],['iyi']
['süper'],['süper']
['iyi'],['iyi']
['iyi'],['iyi']
"['turkcell', 'bütün', 'güzel', 'mesela', 'genç', 'dijital', 'operatör', 'fizy', 'dergi', 'bip']","['genç dijital', 'turkcell', 'dijital operatör', 'dijital', 'genç']"
['iyi'],['iyi']
['süper'],['süper']
['süper'],['süper']
"['aycell', 'kart', 'hat', 'paket', 'yükle', 'sonra', 'geri', 'iptal', 'para', 'hesap', 'şikayet', 'durum', 'başka', 'sorun', 'yok', 'teşekkür']","['iptal para', 'hesap şikayet', 'geri iptal', 'aycell kart', 'yükle sonra']"
['muhteşem'],['muhteşem']
"['gayet', 'güzel', 'bilişim', 'tüketim', 'aracı', 'emek', 'geçen', 'herkes', 'teşekkür']","['herkes teşekkür', 'teşekkür', 'güzel bilişim', 'bilişim tüketim', 'geçen herkes']"
['güzel'],['güzel']
"['gayet', 'güzel', 'fazla', 'yer', 'kullan']","['fazla yer', 'güzel fazla', 'yer kullan', 'fazla', 'gayet güzel']"
['harika'],['harika']
"['tek', 'kelime', 'harika']","['kelime harika', 'harika', 'tek kelime', 'kelime', 'tek']"
['süper'],['süper']
['iyi'],['iyi']
['harika'],['harika']
['süper'],['süper']
"['oldukça', 'iyi']","['oldukça iyi', 'iyi', 'oldukça']"
['güzel'],['güzel']
['başarı'],['başarı']
['mükemmel'],['mükemmel']
"['güzel', 'harika']","['güzel harika', 'harika', 'güzel']"
['güzel'],['güzel']
"['aycell', 'kart', 'kullan', 'zula', 'kere', 'para', 'yatır', 'iste', 'yatır', 'zula', 'pas', 'oyun', 'yatır', 'hariç', 'kart', 'memnunumteşekkürler', 'turkcell']","['kart memnunumteşekkürler', 'kart kullan', 'hariç kart', 'aycell kart', 'memnunumteşekkürler turkcell']"
['iyi'],['iyi']
"['efsane', 'fakat', 'puan', 'birazcık', 'fazla', 'güzel']","['efsane fakat', 'fakat puan', 'puan birazcık', 'fazla güzel', 'efsane']"
['iyi'],['iyi']
"['efsane', 'puan', 'kazan', 'türlü', 'kal', 'yeni', 'salla', 'puan', 'yine']","['puan kazan', 'puan yine', 'efsane puan', 'yine', 'kazan türlü']"
['iyi'],['iyi']
['süper'],['süper']
['iyi'],['iyi']
['muhteşem'],['muhteşem']
['güzel'],['güzel']
['mükemmel'],['mükemmel']
['perfect'],['perfect']
['mükemmel'],['mükemmel']
['harikaaaaaa'],['harikaaaaaa']
['güzel'],['güzel']
['iyi'],['iyi']
"['güzel', 'kullan']","['güzel kullan', 'güzel', 'kullan']"
['güzel'],['güzel']
['iyi'],['iyi']
"['aycell', 'memnun']","['aycell memnun', 'memnun', 'aycell']"
['süper'],['süper']
"['güzel', 'i̇nternet']","['güzel nternet', 'güzel', 'nternet']"
"['turkcell', 'personel', 'söyle', 'fakat', 'tek', 'kelime', 'kusur', 'teşekkür', 'turkcell']","['teşekkür turkcell', 'turkcell personel', 'turkcell', 'personel söyle', 'tek kelime']"
['mükemmel'],['mükemmel']
['mukenmel'],['mukenmel']
"['hediye', 'dünya', 'puan', 'perşembe', 'düş', 'kimse', 'tavsiye']","['hediye dünya', 'hediye', 'dünya puan', 'dünya', 'kimse tavsiye']"
"['güzel', 'beğendi']","['güzel beğendi', 'beğendi', 'güzel']"
"['abi', 'iyi', 'puan', 'yem', 'puan', 'sil', 'puan', 'sil']","['iyi puan', 'puan sil', 'sil puan', 'abi iyi', 'puan']"
['great'],['great']
"['mükemmel', 'herkes', 'kullan']","['mükemmel herkes', 'herkes kullan', 'mükemmel', 'herkes', 'kullan']"
['harika'],['harika']
"['bol', 'puan', 'işlem', 'bekle']","['işlem bekle', 'bekle', 'puan işlem', 'bol puan', 'puan']"
['güzel'],['güzel']
['süper'],['süper']
"['guzrl', 'teşekkür']","['guzrl teşekkür', 'teşekkür', 'guzrl']"
['harika'],['harika']
['mükemmel'],['mükemmel']
"['iyi', 'beğendi']","['iyi beğendi', 'beğendi', 'iyi']"
['iyi'],['iyi']
"['güzel', 'beğendi', 'hediye', 'bol', 'bol', 'tavsiye']","['beğendi hediye', 'hediye bol', 'hediye', 'bol tavsiye', 'tavsiye']"
"['güzel', 'herkes', 'tavsiye']","['herkes tavsiye', 'güzel herkes', 'güzel', 'tavsiye', 'herkes']"
['mükemmel'],['mükemmel']
"['harika', 'kullan']","['harika kullan', 'harika', 'kullan']"
['başarı'],['başarı']
['iyi'],['iyi']
['süper'],['süper']
['kullanisli'],['kullanisli']
['harika'],['harika']
"['herşey', 'mükemmel']","['herşey mükemmel', 'mükemmel', 'herşey']"
['süper'],['süper']
['muhteşem'],['muhteşem']
['teşekkür'],['teşekkür']
['süper'],['süper']
['efsane'],['efsane']
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'calisilmissistem', 'numara']","['iyi calisilmissistem', 'calisilmissistem numara', 'calisilmissistem', 'numara', 'iyi']"
"['beğendi', 'harika', 'kazan', 'kazan', 'soru', 'eğlence', 'kolay', 'yükle', 'tavsiye']","['kazan soru', 'harika kazan', 'soru eğlence', 'eğlence', 'eğlence kolay']"
"['harika', 'aycell']","['harika aycell', 'harika', 'aycell']"
['güzel'],['güzel']
"['süper', 'kumbara', 'kullan', 'bil', 'aile', 'dost']","['süper kumbara', 'aile dost', 'süper', 'bil aile', 'aile']"
"['güzel', 'kar', 'işlem', 'kendi', 'kendi', 'kart', 'degisikligi']","['güzel kar', 'kar işlem', 'kendi kart', 'kendi kendi', 'işlem kendi']"
"['gayet', 'memnun', 'yara', 'sev', 'kullan', 'turkcell', 'kesin', 'tavsiye', 'diğer', 'operatör', 'kullan', 'tavsiye', 'iyi', 'araştır', 'bilgi', 'yok']","['kullan turkcell', 'turkcell kesin', 'turkcell', 'kesin tavsiye', 'kullan']"
['harika'],['harika']
"['ihtiyaç', 'hal', 'iyi']","['ihtiyaç hal', 'ihtiyaç', 'hal iyi', 'iyi', 'hal']"
['süper'],['süper']
"['turkcell', 'karmaşık', 'olay', 'türlü', 'vazgeç', 'gir', 'binbir', 'türlü', 'hata', 'var', 'kabul', 'kampanya', 'harika', 'artık', 'biraz', 'sade', 'stabil', 'kardeş']","['kabul kampanya', 'kampanya', 'turkcell', 'olay türlü', 'türlü hata']"
['teşekkür'],['teşekkür']
['adam'],['adam']
"['güzel', 'limit', 'dehşet']","['limit dehşet', 'dehşet', 'güzel limit', 'limit', 'güzel']"
['harika'],['harika']
['iyi'],['iyi']
"['bugün', 'öğren', 'yok', 'kullan', 'başla', 'mükemmel', 'oluşum', 'program', 'tessekkurler', 'aycell']","['başla mükemmel', 'mükemmel', 'mükemmel oluşum', 'öğren', 'kullan başla']"
['mükemmel'],['mükemmel']
['güzel'],['güzel']
"['elektrik', 'faturalarini', 'yatiramiyoruz', 'mesela', 'adana', 'toro', 'enerji', 'ekle', 'memnun']","['elektrik faturalarini', 'toro enerji', 'elektrik', 'faturalarini yatiramiyoruz', 'enerji ekle']"
"['iyi', 'program']","['iyi program', 'program', 'iyi']"
"['tek', 'kelime', 'süper']","['kelime süper', 'süper', 'tek kelime', 'kelime', 'tek']"
['elem'],['elem']
['great'],['great']
['süper'],['süper']
"['göre', 'iyi', 'şimdilik', 'sadece', 'memnun', 'teşekkür', 'iyi', 'gece', 'dile']","['teşekkür iyi', 'iyi gece', 'memnun teşekkür', 'teşekkür', 'memnun']"
['süper'],['süper']
"['güzel', 'fayda']","['güzel fayda', 'fayda', 'güzel']"
['güzel'],['güzel']
['güzel'],['güzel']
['güzel'],['güzel']
['harika'],['harika']
['iyi'],['iyi']
['harika'],['harika']
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['guuzel'],['guuzel']
['iyi'],['iyi']
['güzel'],['güzel']
['güzel'],['güzel']
['güzel'],['güzel']
['memnun'],['memnun']
['iyi'],['iyi']
['güzel'],['güzel']
"['kullan', 'şekil', 'fazla', 'imkan', 'sun', 'iyi', 'sonuç', 'tebrik']","['sonuç tebrik', 'tebrik', 'iyi sonuç', 'iyi', 'sun iyi']"
"['düşünce', 'beğendi']","['düşünce beğendi', 'düşünce', 'beğendi']"
"['iyi', 'kampanya', 'saye', 'pub', 'kendi']","['iyi kampanya', 'kampanya saye', 'pub kendi', 'kampanya', 'pub']"
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['güzel'],['güzel']
"['gayet', 'basari']","['gayet basari', 'gayet', 'basari']"
"['turkcell', 'iyi']","['turkcell iyi', 'iyi', 'turkcell']"
