lemmas,sentiment,Puan,review_length,normalized_pred_label,Tarih
['mükemmel'],positive,5,12,positive,2020-11-06 22:11:44
['süperrrrrrrrrrrrrrrrrr'],positive,5,26,positive,2020-11-06 21:59:51
['güzel'],positive,5,9,positive,2020-11-06 21:26:11
"['güvenlik', 'hesap', 'dur']",negative,1,28,neutral,2020-11-06 20:59:49
['mükemmel'],positive,5,12,positive,2020-11-06 20:51:03
['süper'],positive,5,9,positive,2020-11-06 20:25:58
"['turkcell', 'bitti']",positive,5,21,neutral,2020-11-06 20:24:32
"['güzel', 'para', 'yükle', 'youtube', 'güzel']",positive,5,46,positive,2020-11-06 20:18:18
['giriş'],negative,1,9,neutral,2020-11-06 20:18:05
"['hata', 'hata', 'sonra', 'yine', 'yükle', 'yine', 'hata', 'başlı', 'baş', 'hata']",negative,1,82,negative,2020-11-06 20:16:56
"['çağrı', 'merkez', 'cevap', 'çalış', 'mail', 'güncelle', 'turkcell', 'kimse', 'yok', 'ayıp', 'hizmet', 'anlayış', 'aycell', 'kesinlikle', 'mesaj', 'yolla', 'izin']",negative,1,164,negative,2020-11-06 20:07:14
"['çoooooooooooooooooooooöooooooooooooook', 'güzel', 'puan']",positive,5,59,positive,2020-11-06 19:25:54
['mükemmel'],positive,5,12,positive,2020-11-06 19:23:12
['bekle'],negative,1,9,positive,2020-11-06 19:22:19
"['güzel', 'tesekur']",positive,5,20,positive,2020-11-06 18:43:52
['toki'],positive,5,8,neutral,2020-11-06 18:40:31
['güzel'],positive,5,9,positive,2020-11-06 18:10:12
['efsanerr'],positive,5,12,positive,2020-11-06 18:02:52
['ebso'],positive,5,8,neutral,2020-11-06 17:52:30
['süper'],positive,5,9,positive,2020-11-06 17:46:20
"['herşey', 'güzel', 'sev', 'kart', 'zaman', 'kullan', 'gerek', 'alışveriş', 'gerekse', 'fatura', 'öde', 'sık', 'fatura', 'aycell', 'öde', 'tek', 'sıkıntı', 'artık', 'bayi', 'git', 'iste', 'üzeri', 'kart', 'para', 'yatır', 'i̇nternet', 'üzeri', 'önce', 'böyle', 'problem', 'yok', 'sonradan', 'lütfen', 'evvel', 'çözüm', 'getir', 'iste', 'saygı']",neutral,3,344,negative,2020-11-06 17:34:31
['süper'],positive,5,9,positive,2020-11-06 16:44:39
['güzel'],positive,5,9,positive,2020-11-06 16:33:04
['iyi'],positive,5,7,positive,2020-11-06 15:39:55
['acil'],positive,5,8,neutral,2020-11-06 15:33:18
"['harika', 'program', 'kullan']",positive,5,31,positive,2020-11-06 15:22:58
['harika'],positive,5,10,positive,2020-11-06 15:19:32
['güzel'],positive,5,9,positive,2020-11-06 15:15:20
"['silinti', 'gör', 'iyi']",positive,5,25,positive,2020-11-06 15:05:23
['efsane'],positive,5,10,positive,2020-11-06 14:55:25
"['hesap', 'şifre', 'unut', 'giriş', 'eposta', 'unut', 'yetkili', 'yardım', 'iste']",positive,4,82,neutral,2020-11-06 14:48:59
['aferin'],positive,5,10,negative,2020-11-06 14:33:20
['harika'],positive,5,10,positive,2020-11-06 14:29:45
['iyi'],positive,5,7,positive,2020-11-06 14:16:11
"['ister', 'optimizasyon', 'ister', 'işlev', 'açı', 'rezalet', 'içersi', 'birçok', 'içer', 'sadece', 'para', 'kazan', 'herhalde', 'örnek', 'i̇nternet', 'kazan', 'kart', 'para', 'sonradan', 'lazım', 'malum', 'yer', 'geç', 'kart', 'kendi', ""i̇van'ıma"", 'çek', 'kaç', 'lira', 'yok', 'ana', 'sat', 'para', 'gönder', 'kısım', 'full', 'hata', 'baş', 'sil', 'çalış', 'eksik', 'yaz', 'ilan', 'sonra', 'hata', 'salak', 'saçma', 'aycell', 'yerine', 'ininal', 'tos', 'öner', 'iyi']",negative,1,469,negative,2020-11-06 13:59:28
"['bil', 'kaç', 'kullan', 'başka', 'kart', 'kullan', 'iyi', 'aycell']",positive,5,68,negative,2020-11-06 13:37:42
"['mükemmel', 'tek', 'paycel', 'puan', 'başka', 'sorun', 'yok']",positive,5,62,positive,2020-11-06 12:38:01
"['berbat', 'puan', 'sürekli', 'sıfırla']",negative,1,40,negative,2020-11-06 11:09:25
"['kampanya', 'yarar', 'üzere', 'akli', 'yüklem', 'puan', 'puan', 'sistem', 'puan', 'alın', 'herşey', 'kalk', 'yerine', 'puan', 'şey', 'kal', 'resmen', 'dolandırıcı', 'şekil', 'gir', 'halis', 'yazık']",negative,1,199,negative,2020-11-06 11:06:16
"['turkcell', 'helal']",positive,5,21,negative,2020-11-06 10:57:37
['kullan'],positive,4,10,neutral,2020-11-06 10:33:53
"['birtürlü', 'giriş', 'gerek', 'önce', 'aycell', 'kullan', 'ilk', 'şifre', 'geçir', 'yaz', 'yardım', 'lütfen']",negative,2,110,neutral,2020-11-06 10:24:11
['güzel'],negative,2,9,positive,2020-11-06 10:06:20
"['aycell', 'turkcell', 'hediye', 'çeki', 'puan', 'çeki', 'kullan', 'dijital', 'para', 'sek', 'kaldır', 'sonunda', 'müşteri', 'hizmet', 'ara', 'yardımcı', 'çeki', 'kullan', 'fatura', 'yansı', 'otomatik', 'düş', 'son', 'dusmesi', 'gerek', 'fatura', 'yansitmislar', 'turkcell', 'müşteri', 'hizmet', 'kesinlikle', 'sahip', 'çık', 'paycel', 'harca', 'aman', 'düş', 'düş', 'çözüm', 'ekip', 'basın', 'arkadaş', 'yazık', 'sakin']",negative,1,421,negative,2020-11-06 10:02:01
['harika'],positive,5,10,positive,2020-11-06 09:51:09
['güzelses'],positive,5,12,positive,2020-11-06 09:40:49
['güzel'],positive,5,9,positive,2020-11-06 09:20:17
['bayildimm'],positive,5,13,neutral,2020-11-06 09:14:19
"['kart', 'sorun']",positive,4,17,negative,2020-11-06 08:08:51
['süper'],positive,5,9,positive,2020-11-06 06:50:16
"['çoook', 'var', 'gün', 'dene', 'kal', 'hala', 'program', 'kur', 'program', 'kapsam', 'menü', 'boğ', 'sonuç', 'bil', 'denklem', 'yeni', 'turkcell', 'bip', 'hantal', 'program', 'göz', 'dur', 'kafa', 'yor']",negative,1,204,negative,2020-11-06 05:14:32
['güzel'],positive,5,9,positive,2020-11-06 03:34:49
"['mükemmel', 'para', 'gönder', 'gönder', 'salla', 'topla', 'kusur', 'herkes', 'güven', 'kalite']",positive,5,96,positive,2020-11-06 01:57:57
"['güzel', 'beğendi']",positive,5,20,positive,2020-11-06 01:55:00
"['harika', 'teşekkür', 'hediye']",positive,5,32,positive,2020-11-06 01:18:34
"['salla', 'topla', 'puan', 'süre', 'bit', 'puan', 'yok', 'türlü', 'geç', 'puan', 'puan', 'süre', 'bit', 'turkcell', 'kan', 'artık', 'biz']",negative,1,138,neutral,2020-11-06 00:57:22
['süper'],positive,5,9,positive,2020-11-06 00:50:50
['harika'],positive,5,10,positive,2020-11-06 00:37:53
['güzel'],positive,5,9,positive,2020-11-06 00:28:11
['guzell'],positive,5,10,positive,2020-11-06 00:04:46
['çöp'],negative,1,7,neutral,2020-11-05 22:37:23
"['iyi', 'hak']",positive,5,14,positive,2020-11-05 21:53:32
"['gerçekten', 'iyi', 'hak']",positive,5,27,positive,2020-11-05 21:31:36
['başarı'],positive,5,10,positive,2020-11-05 21:27:29
['numara'],positive,5,10,neutral,2020-11-05 21:25:32
"['iyi', 'fena', 'değil']",positive,4,24,negative,2020-11-05 21:22:32
"['aycell', 'puan', 'kullan', 'geri', 'kapa', 'kampanya', 'süre', 'birik', 'kullan', 'saçmalık', 'zaten', 'puan', 'kullan', 'birşey', 'zahmet', 'madem', 'kullan']",negative,1,161,neutral,2020-11-05 20:57:43
['harika'],positive,5,10,positive,2020-11-05 20:29:17
['iyi'],positive,5,7,positive,2020-11-05 20:24:39
['süper'],positive,5,9,positive,2020-11-05 20:18:41
['iyi'],positive,5,7,positive,2020-11-05 20:16:49
['süper'],positive,5,9,positive,2020-11-05 20:11:12
['süper'],positive,5,9,positive,2020-11-05 20:08:37
['basari'],positive,5,10,neutral,2020-11-05 20:01:03
"['tek', 'kelime', 'harika']",positive,5,27,positive,2020-11-05 19:59:56
['güzel'],positive,5,9,positive,2020-11-05 19:58:47
"['güzel', 'kolay']",positive,5,18,positive,2020-11-05 19:54:30
['süper'],positive,5,9,positive,2020-11-05 19:34:27
['süper'],positive,5,9,positive,2020-11-05 19:27:06
['iyi'],positive,5,7,positive,2020-11-05 19:25:48
['iyi'],positive,5,7,positive,2020-11-05 19:17:33
['güzel'],positive,5,9,positive,2020-11-05 18:56:19
"['gayet', 'güzel', 'işlem', 'ücret', 'extra', 'güzel']",positive,5,54,positive,2020-11-05 18:49:19
"['hal', 'salla', 'puan', 'böyle', 'böyle', 'bin', 'puan', 'i̇nternet', 'alican', 'bide', 'puan', 'süre', 'bitityo']",negative,1,115,negative,2020-11-05 18:48:23
['harika'],positive,5,10,positive,2020-11-05 18:47:31
"['güven', 'yazılım', 'tespit', 'giriş', 'yapilamiyor']",negative,1,54,neutral,2020-11-05 18:22:19
"['güzel', 'değil', 'cuma', 'sala', 'topla', 'yapiyom', 'gece', 'gün', 'gir', 'baki', 'puan', 'sıfır']",negative,2,101,negative,2020-11-05 18:15:19
"['turkcell', 'var', 'kalite', 'var']",positive,5,36,neutral,2020-11-05 18:14:57
['güzel'],positive,5,9,positive,2020-11-05 18:10:54
"['vasıf', 'yok', 'para', 'kullan', 'bird', 'üye', 'para', 'kes', 'tarife', 'paket', 'kalan', 'para', 'i̇stanbul', 'kart', 'aktar', 'otobüs', 'bin', 'kal', 'uyuz', 'sil']",negative,1,169,negative,2020-11-05 18:03:29
['teşekkür'],positive,5,12,positive,2020-11-05 17:58:22
"['mükemmel', 'öte']",positive,5,19,positive,2020-11-05 17:45:09
"['aycell', 'sanal', 'kart', 'yerine', 'ana', 'kart', 'paye', 'yemek', 'kart', 'tanımla', 'iste', 'yardımcı', 'sevin']",negative,1,117,neutral,2020-11-05 17:44:53
['iyi'],positive,5,7,positive,2020-11-05 17:24:13
['harika'],positive,5,10,positive,2020-11-05 17:12:34
['güzel'],positive,5,9,positive,2020-11-05 17:06:39
['güzel'],positive,5,9,positive,2020-11-05 16:33:05
"['çık', 'yıldız', 'yıldız', 'bile', 'fazla', 'turkcel', 'ilk', 'hariç', 'puan', 'birik', 'geç', 'birey', 'çevir', 'tanıtım', 'inan', 'kaşık', 'kepçe']",positive,5,150,positive,2020-11-05 16:20:06
"['iyi', 'iyi', 'hatta']",positive,5,23,positive,2020-11-05 15:15:46
['güzel'],positive,4,9,positive,2020-11-05 14:56:49
['güzel'],positive,5,9,positive,2020-11-05 14:20:00
['müthiş'],positive,5,10,neutral,2020-11-05 14:18:17
['mükemmel'],positive,5,12,positive,2020-11-05 13:42:04
['bil'],negative,1,7,neutral,2020-11-05 13:38:57
"['kot', 'harca', 'soruşturmamaksızın', 'maç', 'kazan', 'takım', 'var', 'yüz', 'burak', 'yasin', 'kupa', 'kasti', 'son', 'zaman', 'tarih', 'itibari', 'ilk', 'baş', 'gir', 'ara', 'iste', 'dik', 'iyi', 'kullaniyom', 'elif', 'zor', 'sen', 'napiyon', 'nasıl', 'ayim', 'iyi', 'akşam', 'can', 'yarın', 'okul', 'tatil', 'yaziyon', 'yaa', 'tek', 'baş', 'dünya', 'savaş', 'özür', 'dile']",negative,1,377,negative,2020-11-05 13:11:39
['güzel'],positive,5,9,positive,2020-11-05 12:41:59
['mükemmel'],positive,5,12,positive,2020-11-05 12:38:20
['güzel'],positive,5,9,positive,2020-11-05 11:49:49
['güzel'],positive,5,9,positive,2020-11-05 11:25:07
['süperrrr'],positive,5,12,positive,2020-11-05 10:46:50
['harika'],positive,5,10,positive,2020-11-05 10:44:34
"['iyi', 'heryer', 'ara']",positive,5,24,positive,2020-11-05 09:53:45
"['güzel', 'şiddet', 'tavsiye']",positive,5,30,positive,2020-11-05 09:24:46
['geliş'],positive,5,9,neutral,2020-11-05 08:13:14
"['hata', 'mükemmel', 'turkcell', 'fark']",positive,5,40,positive,2020-11-05 08:09:58
['güzel'],positive,5,9,positive,2020-11-05 07:36:10
"['şimdilik', 'iyi']",positive,5,19,positive,2020-11-05 07:21:06
['harika'],positive,5,10,positive,2020-11-05 07:13:13
"['kukamiyorum', 'kart']",negative,1,23,neutral,2020-11-05 03:07:47
"['harika', 'süper']",positive,5,19,positive,2020-11-05 01:29:01
"['güzel', 'aktif', 'kullan']",positive,4,28,positive,2020-11-05 00:41:17
"['harika', 'avantaj']",positive,5,21,positive,2020-11-05 00:19:10
['harika'],positive,5,10,positive,2020-11-05 00:08:13
['süper'],positive,5,9,positive,2020-11-04 23:32:35
['güzel'],positive,5,9,positive,2020-11-04 23:18:25
"['güzel', 'vallahi']",positive,5,20,positive,2020-11-04 22:27:28
"['iyi', 'fazla', 'puan', 'kazan', 'sani', 'iyi']",positive,5,48,positive,2020-11-04 22:07:36
['iki'],positive,5,7,neutral,2020-11-04 21:59:58
['harika'],positive,5,10,positive,2020-11-04 21:07:01
['efsane'],positive,5,10,positive,2020-11-04 20:43:08
"['menü', 'yükle', 'süre', 'biraz', 'hız', 'hal', 'güzel', 'işlem', 'takip', 'iyi', 'yön']",positive,4,89,negative,2020-11-04 20:36:00
['ebso'],positive,5,8,neutral,2020-11-04 20:34:13
['harika'],positive,5,10,positive,2020-11-04 19:35:06
['iyi'],positive,5,7,positive,2020-11-04 18:48:25
['harika'],positive,5,10,positive,2020-11-04 18:26:29
"['güzel', 'avantaj', 'dolu', 'tavsiye']",positive,5,39,positive,2020-11-04 18:24:51
['beğen'],positive,5,9,positive,2020-11-04 17:55:18
['iyi'],positive,5,7,positive,2020-11-04 17:52:25
"['güzel', 'paycele', 'teşekkür']",positive,5,32,positive,2020-11-04 17:30:11
['masraf'],negative,1,10,negative,2020-11-04 17:23:36
"['numara', 'yıldız']",positive,5,20,neutral,2020-11-04 17:22:57
"['tesekkur', 'problem', 'boz']",positive,5,30,negative,2020-11-04 17:10:04
['harika'],positive,5,10,positive,2020-11-04 16:48:30
['harika'],positive,5,10,positive,2020-11-04 16:19:45
"['aycell', 'kart', 'para', 'yatır', 'fakat', 'fatura', 'öde', 'hesap', 'havale', 'soru', 'önce', 'çöz', 'iste']",negative,1,111,negative,2020-11-04 16:12:52
['süper'],positive,5,9,positive,2020-11-04 15:28:04
['ehhh'],positive,4,8,neutral,2020-11-04 15:03:23
['güzel'],positive,5,9,positive,2020-11-04 14:55:22
['iyi'],positive,5,7,positive,2020-11-04 14:01:08
"['bey', 'kullanım', 'ücret']",positive,4,28,neutral,2020-11-04 13:58:12
['süper'],positive,5,9,positive,2020-11-04 13:40:33
"['tam', 'puan', 'hesap', 'gir', 'bazen', 'sıkıntı', 'güvenlik', 'dolayı', 'dusunuyoru']",positive,5,87,negative,2020-11-04 12:34:31
"['program', 'mail', 'adres', 'onayla', 'sonra', 'işlem', 'şua', 'devam', 'uyarı', 'devam']",negative,2,90,neutral,2020-11-04 12:15:54
"['henüz', 'baş', 'sonra', 'beraber', 'başarı', 'dilek', 'mehmet', 'samimi', 'doğangil', 'mimar', 'msügsmi̇marlik', 'fakülte', 'dekanliği', 'saygilarimla']",positive,5,154,positive,2020-11-04 11:39:51
['süper'],positive,4,9,positive,2020-11-04 11:21:29
"['siz', 'resmen', 'dolandırıcı', 'kart', 'üzeri', 'i̇stanbul', 'kart', 'yüklem', 'sonra', 'bak', 'işlem', 'bedel', 'sekiz', 'fatura', 'yansı', 'bre', 'vicdan', 'madem', 'böyle', 'işlem', 'bedel', 'bilgi', 'yazık', 'cevap', 'üzeri', 'yaz', 'ebet', 'kurum', 'işlem', 'bedel', 'gizli', 'insan', 'işlem', 'bedel', 'kadar', 'kes', 'aycell']",negative,1,335,negative,2020-11-04 11:14:39
['güzel'],positive,4,9,positive,2020-11-04 10:59:37
"['süper', 'herhangi', 'sorun', 'karşılaş']",positive,5,42,positive,2020-11-04 10:55:30
['mükemmel'],positive,5,12,positive,2020-11-04 10:46:24
"['iyi', 'iyi']",positive,4,14,positive,2020-11-04 10:40:44
['iyi'],positive,5,7,positive,2020-11-04 10:35:58
"['harika', 'teşekkür', 'turkcell']",positive,5,34,positive,2020-11-04 10:28:21
"['güzel', 'kullan', 'yeni', 'basladim']",positive,5,39,positive,2020-11-04 09:47:02
"['güzel', 'tesekurler']",positive,5,23,positive,2020-11-04 01:57:47
['başarı'],positive,4,10,positive,2020-11-04 00:47:40
"['siz', 'masraf', 'öde', 'bık']",negative,1,31,negative,2020-11-04 00:01:18
"['masraf', 'kes']",negative,1,17,negative,2020-11-03 23:57:02
"['güzel', 'öner']",positive,5,17,positive,2020-11-03 23:27:09
['güzel'],positive,5,9,positive,2020-11-03 23:02:57
"['merhaba', 'ticari', 'kart', 'yerine', 'geç']",neutral,3,46,negative,2020-11-03 22:09:56
['mükemmel'],positive,5,12,positive,2020-11-03 22:05:23
"['yardımcı', 'zor', 'zaman', 'kredi', 'kart', 'bil']",positive,5,52,negative,2020-11-03 21:47:07
"['saye', ""i̇nternet'sin"", 'kal', 'teşekkür']",positive,5,44,positive,2020-11-03 21:27:18
"['mükemmel', 'sev']",positive,5,19,positive,2020-11-03 21:15:51
['kıral'],positive,5,9,negative,2020-11-03 21:14:13
['basari'],positive,4,10,neutral,2020-11-03 20:57:23
"['harcadica', 'i̇nternet', 'panel', 'hatılıyoum', 'harika', 'panel', 'ekip']",positive,5,76,positive,2020-11-03 20:52:02
"['para', 'boş', 'yer', 'hiçbir', 'fayda', 'yok', 'alternatif', 'bak']",negative,1,69,negative,2020-11-03 20:38:20
['iyi'],positive,5,7,positive,2020-11-03 20:26:06
['süper'],positive,5,9,positive,2020-11-03 20:17:31
"['eddddvenimmmmm', 'i̇sa', 'denim']",positive,5,35,neutral,2020-11-03 19:53:43
"['süper', 'başka', 'yok', 'kapa']",positive,5,33,positive,2020-11-03 19:30:00
"['güzel', 'fazla', 'kampanya', 'bekle', 'petrol', 'ofis', 'shell', 'anlaşma']",positive,4,77,negative,2020-11-03 19:25:22
"['iett', 'iyi']",positive,5,15,positive,2020-11-03 19:20:22
['süper'],positive,5,9,positive,2020-11-03 19:03:52
"['abi', 'numara', 'fırsat', 'kaçır', 'abi', 'var']",positive,5,50,neutral,2020-11-03 18:56:55
"['herşey', 'güzel', 'bide', 'temas', 'özellik', 'güzel']",positive,5,56,positive,2020-11-03 18:26:24
"['tek', 'kelime', 'süper', 'hayat', 'kolay']",positive,5,44,positive,2020-11-03 17:57:24
['süper'],positive,5,9,positive,2020-11-03 17:31:41
['süper'],positive,5,9,positive,2020-11-03 17:17:48
['süper'],positive,5,9,positive,2020-11-03 17:07:49
"['gerçekten', 'kötü', 'i̇stanbul', 'kart', 'gönder', 'i̇stanbul', 'kart', 'bakiye', 'göster', 'mükemmel', 'hırsız', 'tebrik']",negative,1,125,positive,2020-11-03 17:03:59
['güzel'],negative,2,9,positive,2020-11-03 16:41:17
"['süper', 'yaaa']",positive,5,17,positive,2020-11-03 16:21:19
"['yara', 'güzel']",positive,5,17,positive,2020-11-03 15:48:48
['iyi'],positive,5,7,positive,2020-11-03 15:33:31
['numara'],positive,5,10,neutral,2020-11-03 15:23:15
['harika'],positive,5,10,positive,2020-11-03 15:20:33
"['bokgibi', 'hiçbir', 'hediye', 'ayrıca', 'puan', 'caliniyor']",positive,5,62,negative,2020-11-03 15:18:56
"['mükemmel', 'aycell', 'kart', 'ilgi', 'herşey', 'söyle']",positive,5,57,positive,2020-11-03 14:52:32
['iyi'],positive,4,7,positive,2020-11-03 13:50:45
['süper'],positive,5,9,positive,2020-11-03 13:22:53
['iyi'],positive,5,7,positive,2020-11-03 12:57:36
"['isim', 'değiş', 'harika']",positive,5,27,positive,2020-11-03 12:52:16
['güzel'],positive,5,9,positive,2020-11-03 12:30:31
"['diğer', 'öde', 'kart', 'göre', 'acil', 'ara', 'iyi', 'teşekkür', 'aycell', 'eki̇bi̇']",positive,5,87,positive,2020-11-03 12:26:53
['org'],positive,5,7,neutral,2020-11-03 12:25:52
"['fatura', 'fakat', 'limit', 'acilmasi', 'hesap', 'kesim', 'tarih', 'bekle', 'zorundaymisiz', 'saçma', 'borç', 'yok', 'fatura', 'oden', 'kullan', 'iste', 'hesap', 'kesim', 'tarih', 'limit', 'acil', 'birdaha', 'kullan', 'maalesef']",negative,1,230,negative,2020-11-03 11:38:36
"['zor', 'gün', 'dost', 'tanımla', 'biliriztesekkurler', 'turkcell']",positive,5,67,negative,2020-11-03 11:34:22
['güzel'],positive,4,9,positive,2020-11-03 11:10:21
"['yeni', 'güzel']",positive,5,17,positive,2020-11-03 11:09:55
"['sev', 'güzel', 'puan', 'hediye', 'kazan']",positive,5,43,positive,2020-11-03 10:37:38
['süper'],positive,5,9,positive,2020-11-03 10:34:22
['kötü'],positive,5,8,negative,2020-11-03 09:54:32
"['güzel', 'teşekkür']",positive,5,21,positive,2020-11-03 09:46:48
"['mükemmel', 'siz']",positive,5,19,positive,2020-11-03 07:34:38
['metis'],positive,5,9,neutral,2020-11-03 07:13:41
['gyo'],positive,5,7,neutral,2020-11-03 03:45:38
"['hız', 'teşekkür']",positive,5,19,positive,2020-11-03 03:03:17
['süper'],positive,5,9,positive,2020-11-03 02:52:06
"['kısaç', 'süper']",positive,5,18,positive,2020-11-03 02:11:33
"['gayet', 'iyi']",positive,5,16,positive,2020-11-03 01:46:55
"['yıldız', 'hak', 'yükle', 'çağrı', 'mail', 'dönüş', 'yok', 'hak', 'gasp', 'dolan', 'söz', 'dur', 'defalarca', 'mail', 'sonuç', 'yok']",negative,1,134,negative,2020-11-03 00:49:44
"['merhaba', 'sen']",positive,5,18,neutral,2020-11-02 21:47:47
"['güzel', 'tebrik']",positive,5,19,positive,2020-11-02 21:15:11
['iyi'],positive,5,7,positive,2020-11-02 21:11:12
['iyi'],positive,5,7,positive,2020-11-02 20:21:40
"['güzel', 'tek', 'kusur', 'operatör', 'gönder', 'düzelt', 'güzel']",positive,5,66,positive,2020-11-02 20:20:09
['teşekürlerturksel'],positive,5,21,neutral,2020-11-02 20:13:22
"['önce', 'biraz', 'iyi', 'şimdi', 'kesin', 'puan', 'kullan', 'durum', 'getir', 'lazım', 'bide', 'kesinlikle', 'puan', 'sil', 'puan', 'kullan', 'sil', 'son', 'zaman', 'boş', 'dönüş', 'düzelt', 'hediye', 'puan', 'git']",negative,1,216,negative,2020-11-02 19:24:53
['süper'],positive,5,9,positive,2020-11-02 18:50:53
"['üst', 'kal', 'sakin', 'kullan', 'transfer', 'havale', 'paralarini', 'yatirmiyolar', 'arayincada', 'kapatiyolar', 'nalet', 'para', 'hukuki', 'sure', 'greece', 'siz', 'dusmeyin', 'hata']",positive,5,186,negative,2020-11-02 18:50:47
"['limit', 'takıl', 'kendi', 'kart', 'kendi', 'arkadaş', 'aycell', 'sonra', 'bloke', 'anla', 'illa', 'gün', 'süre', 'var', 'banka', 'müşteri', 'teyit', 'sonra', 'bloke', 'talep', 'istinaden', 'kalk', 'yetkili', 'yok', 'konu', 'hak', 'çıkmaz']",positive,4,241,negative,2020-11-02 18:46:29
"['harika', 'birey', 'arkadaş', 'siz', 'dene']",positive,5,45,positive,2020-11-02 17:38:38
"['deneme', 'amaç', 'kullan', 'kullan', 'fakat', 'işlem', 'para', 'kes', 'sonunda', 'üye', 'ücret', 'pek', 'hoş', 'değil', 'dijital', 'yeni', 'biraz', 'özendiri', 'bekle', 'yok', 'kredi', 'kart', 'işlem', 'ücret', 'aycell', 'kullan', 'iptal', 'kullan', 'düşün']",negative,1,260,negative,2020-11-02 17:35:12
['harika'],positive,5,10,positive,2020-11-02 17:31:30
['mükemmel'],positive,5,12,positive,2020-11-02 17:25:52
"['kesinti', 'var']",positive,5,18,neutral,2020-11-02 16:48:02
"['gün', 'geç', 'kullan', 'turkcell', 'teşekkür']",positive,5,48,positive,2020-11-02 16:08:40
"['katıl', 'kampanya', 'takip', 'ayrıca', 'müşteri', 'temsilci', 'pek', 'bilgi', 'değil', 'günlük', 'kullanım', 'aylık', 'ücret', 'aldiklari', 'gün', 'sonra', 'yeni', 'aylık', 'kullanım', 'bedel', 'ayrıca', 'sıkıntı', 'söyle', 'yer', 'siz', 'ilet', 'herhangi', 'sonuç']",negative,1,268,negative,2020-11-02 16:00:25
"['güzel', 'anlık', 'durum', 'kurtar']",positive,5,37,positive,2020-11-02 15:59:54
"['güzel', 'tavsiye']",positive,4,20,positive,2020-11-02 15:57:47
['mükemmel'],positive,5,12,positive,2020-11-02 15:29:41
"['gayet', 'müşteri', 'odak', 'süperyeniliklerinizi', 'bekle']",positive,5,61,positive,2020-11-02 15:14:45
"['puan', 'fark', 'hafta', 'puan', 'sil']",negative,1,40,neutral,2020-11-02 15:09:31
['harika'],positive,5,10,positive,2020-11-02 14:44:36
['iyi'],positive,5,7,positive,2020-11-02 14:05:07
['harikaaaaaa'],positive,5,15,positive,2020-11-02 13:53:59
['tamam'],positive,4,9,neutral,2020-11-02 13:43:30
"['kesinlikle', 'kurt', 'ora', 'ora', 'his', 'lira', 'banka', 'transfer', 'birnur', 'masraf', 'rezalettttttttttt']",negative,1,113,negative,2020-11-02 13:32:30
"['allah', 'bells', 'berdinn']",negative,1,29,neutral,2020-11-02 13:10:49
['survivor'],positive,4,12,positive,2020-11-02 12:21:23
['amazing'],positive,5,11,positive,2020-11-02 11:35:41
"['salah', 'allah', 'rahmi']",positive,5,27,negative,2020-11-02 11:18:26
['harika'],positive,5,10,positive,2020-11-02 11:04:40
['iyi'],positive,5,7,positive,2020-11-02 10:50:42
"['olay', 'store', 'kullan', 'puan', 'gönder', 'fakat', 'hiçbir', 'şekil', 'kullan', 'sürekli', 'hata', 'madem', 'kullan', 'böyle', 'gerek', 'mesaj', 'gönder', 'zaman']",negative,1,167,negative,2020-11-02 10:26:14
['süper'],positive,5,9,positive,2020-11-02 10:13:32
['harika'],positive,5,10,positive,2020-11-02 09:56:15
['perfect'],positive,5,11,positive,2020-11-02 07:49:49
['harika'],positive,5,10,positive,2020-11-02 07:02:51
"['asla', 'asla', 'yük', 'miktar', 'para', 'yükle', 'üst', 'mesela', 'para', 'harca', 'dene', 'zaman', 'kart', 'kapa', 'hafta', 'uğraş', 'yanıt', 'üzeri', 'ekle', 'çöz', 'zaten', 'gün', 'gün', 'kadar', 'mağdur', 'elektrik', 'fatura', 'öde', 'yükle', 'para', 'fatura', 'öde', 'para']",negative,1,281,negative,2020-11-02 06:08:26
"['güzel', 'kullan']",positive,5,19,positive,2020-11-02 05:10:33
"['enfes', 'bile']",positive,5,17,neutral,2020-11-02 03:55:53
['süper'],positive,5,9,positive,2020-11-02 02:51:56
['süper'],positive,5,9,positive,2020-11-02 01:32:39
['güzel'],positive,5,9,positive,2020-11-02 00:50:57
"['güzel', 'unla']",positive,5,17,positive,2020-11-02 00:12:48
"['sadece', 'ilan', 'sorun', 'başka', 'hiçbir', 'aksak', 'yok']",positive,4,62,negative,2020-11-01 23:23:05
['mükemmel'],positive,5,12,positive,2020-11-01 23:12:27
"['iyi', 'mükemmel']",positive,5,19,positive,2020-11-01 23:08:20
['güzellllll'],negative,1,14,positive,2020-11-01 22:48:10
"['numara', 'güzel']",positive,5,19,positive,2020-11-01 22:25:34
['harika'],positive,5,10,positive,2020-11-01 22:04:30
['güzel'],positive,5,9,positive,2020-11-01 22:03:50
['harika'],positive,5,10,positive,2020-11-01 21:55:59
['sev'],positive,5,7,neutral,2020-11-01 21:13:14
['harika'],positive,5,10,positive,2020-11-01 20:45:48
"['iyi', 'puan', 'bil', 'iyi']",positive,5,29,positive,2020-11-01 20:45:33
['harika'],positive,5,10,positive,2020-11-01 20:18:06
"['güzel', 'fakat', 'mobilbankamdan', 'aycell', 'kart', 'havale', 'önem', 'sorun', 'yıldız']",positive,5,91,negative,2020-11-01 19:48:45
['ağır'],negative,1,8,neutral,2020-11-01 19:31:12
