lemmas,positif_oneriler
"['süper', 'başka']","['süper başka', 'süper', 'başka']"
['güzel'],['güzel']
['güzel'],['güzel']
['güzel'],['güzel']
['iyi'],['iyi']
"['süper', 'işlem', 'hallet']","['süper işlem', 'işlem hallet', 'süper', 'işlem', 'hallet']"
"['turkcell', 'güzel', 'tebrik']","['güzel tebrik', 'tebrik', 'turkcell güzel', 'güzel', 'turkcell']"
['iyi'],['iyi']
['harika'],['harika']
['mükemmel'],['mükemmel']
['harikaaaaa'],['harikaaaaa']
['mükomel'],['mükomel']
['güzel'],['güzel']
"['kadar', 'saçma', 'topla', 'puan', 'kendiliğinden', 'sil', 'yüz', 'yıldız']","['yüz yıldız', 'yıldız', 'kadar saçma', 'puan kendiliğinden', 'saçma topla']"
['iyi'],['iyi']
['süper'],['süper']
['mükemmel'],['mükemmel']
"['güzel', 'tavsiye']","['güzel tavsiye', 'tavsiye', 'güzel']"
"['mükemmel', 'tabii']","['mükemmel tabii', 'mükemmel', 'tabii']"
['süper'],['süper']
['harika'],['harika']
['güzel'],['güzel']
"['val', 'anka', 'beleş']","['val anka', 'anka beleş', 'beleş', 'val', 'anka']"
"['avantaj', 'kampanya', 'süper', 'zaman', 'kullan']","['avantaj kampanya', 'süper zaman', 'kampanya süper', 'zaman kullan', 'kampanya']"
['iyi'],['iyi']
['nice'],['nice']
['iyi'],['iyi']
['güzel'],['güzel']
['teşekkür'],['teşekkür']
['hak'],['hak']
"['paycel', 'eskiden', 'güzel', 'artık', 'işlem', 'ücret', 'paycelden', 'fatura', 'öde', 'güncel', 'fatura', 'yansı', 'müşteri', 'hizmet', 'ara', 'işlem', 'ücret', 'sakin', 'yorum', 'çık', 'beş', 'yıldız', 'yıldız', 'bile', 'haket']","['öde güncel', 'fatura öde', 'fatura yansı', 'ücret paycelden', 'paycelden fatura']"
['harika'],['harika']
"['emek', 'geçen', 'herkes', 'teşekkür', 'güzel']","['herkes teşekkür', 'teşekkür güzel', 'teşekkür', 'güzel', 'geçen herkes']"
['harika'],['harika']
"['herkes', 'esad', 'açı', 'lütfen']","['lütfen', 'açı lütfen', 'herkes esad', 'herkes', 'esad açı']"
['mükemmel'],['mükemmel']
"['gerçekten', 'mükemmel', 'tebrik', 'iyi', 'olanakadar', 'iyi', 'aycell']","['mükemmel tebrik', 'tebrik iyi', 'tebrik', 'mükemmel', 'iyi aycell']"
['süper'],['süper']
['iyi'],['iyi']
['süper'],['süper']
['süper'],['süper']
"['anla', 'yaşa']","['anla yaşa', 'yaşa', 'anla']"
"['keşke', 'hediye', 'dünya', 'sek', 'aycell', 'puan', 'sür']","['hediye dünya', 'keşke hediye', 'hediye', 'dünya sek', 'keşke']"
"['kadar', 'güzel']","['kadar güzel', 'güzel', 'kadar']"
"['harika', 'teşekkür']","['harika teşekkür', 'teşekkür', 'harika']"
['efsane'],['efsane']
"['beğen', 'i̇nternet']","['beğen nternet', 'beğen', 'nternet']"
['super'],['super']
['güzel'],['güzel']
"['harika', 'tavsiye']","['harika tavsiye', 'tavsiye', 'harika']"
['süperrr'],['süperrr']
['harika'],['harika']
"['başarı', 'anlaş', 'kolaymemnunum']","['başarı anlaş', 'başarı', 'kolaymemnunum', 'anlaş kolaymemnunum', 'anlaş']"
['harika'],['harika']
['güzel'],['güzel']
['güzel'],['güzel']
['güzel'],['güzel']
['güzel'],['güzel']
"['i̇nernetim', 'bit', 'yardımcı', 'aycell', 'teşekkür']","['aycell teşekkür', 'yardımcı aycell', 'teşekkür', 'aycell', 'yardımcı']"
['iyi'],['iyi']
['iyi'],['iyi']
['harika'],['harika']
['güzel'],['güzel']
"['dünya', 'güzel']","['dünya güzel', 'dünya', 'güzel']"
['harika'],['harika']
"['gercketbe', 'fayda', 'avantaj', 'sağla']","['gercketbe fayda', 'fayda avantaj', 'avantaj sağla', 'avantaj', 'fayda']"
['güzel'],['güzel']
"['kurtar', 'alternatif', 'zaman', 'kazan', 'teşekkür', 'aycell']","['kurtar alternatif', 'teşekkür', 'kurtar', 'alternatif zaman', 'zaman kazan']"
['süper'],['süper']
['iyi'],['iyi']
"['şimdilik', 'iyi', 'görün']","['iyi görün', 'şimdilik iyi', 'iyi', 'görün', 'şimdilik']"
"['güzel', 'kart']","['güzel kart', 'güzel', 'kart']"
['güzel'],['güzel']
['güzel'],['güzel']
['süper'],['süper']
['güzel'],['güzel']
['başarı'],['başarı']
"['para', 'sini', 'tavsiye']","['sini tavsiye', 'tavsiye', 'para sini', 'para', 'sini']"
"['güzel', 'puan', 'iyi']","['puan iyi', 'güzel puan', 'iyi', 'güzel', 'puan']"
['süper'],['süper']
['güzel'],['güzel']
['teşekkür'],['teşekkür']
['güzel'],['güzel']
['güzel'],['güzel']
['harika'],['harika']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['süper'],['süper']
['iyi'],['iyi']
"['iyi', 'indirim']","['iyi indirim', 'indirim', 'iyi']"
"['öğrenci', 'kolay', 'i̇nternet', 'kazan', 'yol', 'teşekkür']","['öğrenci kolay', 'öğrenci', 'yol teşekkür', 'teşekkür', 'kolay']"
['harika'],['harika']
['güzel'],['güzel']
['süper'],['süper']
['harika'],['harika']
"['aylık', 'kesinti', 'salla', 'kazan', 'kazan', 'puan', 'süre', 'var', 'süre', 'dol', 'kullan', 'banka', 'kart', 'paycele', 'yüklem', 'paycelden', 'banka', 'kart', 'gönder', 'dış', 'güzel', 'teşekkür']","['banka kart', 'kart gönder', 'kart paycele', 'paycelden banka', 'kullan banka']"
['güzel'],['güzel']
['mükemmel'],['mükemmel']
['mükemmel'],['mükemmel']
['güzel'],['güzel']
"['iyi', 'bok', 'yamiyir']","['iyi bok', 'iyi', 'bok', 'bok yamiyir', 'yamiyir']"
['mükemmel'],['mükemmel']
['güzel'],['güzel']
"['gerçekten', 'güzel', 'memnun']","['güzel memnun', 'memnun', 'güzel', 'gerçekten güzel', 'gerçekten']"
"['güzel', 'herkes', 'tavsiye']","['herkes tavsiye', 'güzel herkes', 'güzel', 'tavsiye', 'herkes']"
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'intern']","['iyi intern', 'intern', 'iyi']"
"['gayet', 'basari']","['gayet basari', 'gayet', 'basari']"
"['harika', 'güzel']","['harika güzel', 'harika', 'güzel']"
['güzel'],['güzel']
['güzel'],['güzel']
['iyi'],['iyi']
['iyi'],['iyi']
['harika'],['harika']
['güz'],['güz']
"['puan', 'topla', 'zor']","['puan topla', 'puan', 'topla zor', 'zor', 'topla']"
['mükemmel'],['mükemmel']
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['güzel'],['güzel']
['iyi'],['iyi']
['iyi'],['iyi']
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['güzel'],['güzel']
['güzel'],['güzel']
"['allah', 'bells', 'böyle']","['bells böyle', 'allah bells', 'bells', 'allah', 'böyle']"
['tavsiye'],['tavsiye']
"['bi̇tcoi̇n', 'alim', 'salim', 'zaman', 'geli̇cek']","['salim zaman', 'alim salim', 'tcoi alim', 'bi tcoi', 'bi']"
['süper'],['süper']
['harika'],['harika']
['güzel'],['güzel']
['mükemmel'],['mükemmel']
['harika'],['harika']
['iyi'],['iyi']
"['güzel', 'gerçekten']","['güzel gerçekten', 'güzel', 'gerçekten']"
"['cokkkkk', 'güzel']","['cokkkkk güzel', 'güzel', 'cokkkkk']"
['harika'],['harika']
['güncelle'],['güncelle']
"['müthiş', 'tek', 'kelime']","['tek kelime', 'kelime', 'müthiş tek', 'müthiş', 'tek']"
['mükemmel'],['mükemmel']
['süper'],['süper']
['iyi'],['iyi']
['güzel'],['güzel']
['iyi'],['iyi']
"['aycell', 'gerçekten', 'güzel', 'keşke', 'puan', 'google', 'olay', 'kod', 'alın']","['puan google', 'google olay', 'google', 'güzel', 'güzel keşke']"
"['yönet', 'güzel', 'herşey', 'kesinti', 'bedel', 'birey', 'lazım', 'sanal', 'para', 'alım', 'sıkıntı', 'var', 'alım', 'gerçek', 'çalış', 'lazım', 'böyle', 'önce', 'alım', 'şimdi', 'alım', 'yok', 'iyi', 'lazım']","['yönet güzel', 'lazım böyle', 'lazım', 'yönet', 'var alım']"
['güzel'],['güzel']
"['iyi', 'gerçekten', 'davet', 'kod', 'beraber', 'direk', 'puan']","['gerçekten davet', 'davet kod', 'davet', 'kod beraber', 'iyi gerçekten']"
"['insan', 'hayat', 'kolay']","['hayat kolay', 'kolay', 'insan hayat', 'hayat', 'insan']"
['güzel'],['güzel']
['süper'],['süper']
['iyi'],['iyi']
['süper'],['süper']
"['şimdilik', 'güzel']","['şimdilik güzel', 'güzel', 'şimdilik']"
['harika'],['harika']
['harika'],['harika']
"['güzel', 'önce']","['güzel önce', 'güzel', 'önce']"
"['süper', 'herkes', 'tercih']","['herkes tercih', 'süper herkes', 'herkes', 'süper', 'tercih']"
['süper'],['süper']
"['tek', 'kelime', 'mukemel', 'herkes', 'tavsiye']","['herkes tavsiye', 'tavsiye', 'mukemel herkes', 'kelime mukemel', 'tek kelime']"
"['iyi', 'geliş', 'lazım']","['geliş lazım', 'lazım', 'iyi geliş', 'iyi', 'geliş']"
['mükemmel'],['mükemmel']
"['harika', 'sev']","['harika sev', 'harika', 'sev']"
"['hak', 'bulut', 'kral', 'adam', 'sev', 'müslüm', 'bab', 'can', 'parça', 'ayrım', 'müslüm']","['müslüm bab', 'ayrım müslüm', 'kral adam', 'müslüm', 'sev müslüm']"
['mükemmel'],['mükemmel']
['güzel'],['güzel']
"['yorum', 'oku', 'sonra', 'yükle', 'program', 'kullan', 'kaldır']","['yükle program', 'yükle', 'program kullan', 'sonra yükle', 'yorum oku']"
['harika'],['harika']
['güzel'],['güzel']
['iyi'],['iyi']
['mükemmel'],['mükemmel']
"['güzel', 'yıldız', 'kır', 'kır', 'söyle', 'aycell', 'puan', 'keşke', 'fatura', 'ödeyebilsemyada', 'puan', 'aycell', 'kart', 'yükle', 'güzel']","['keşke fatura', 'yükle güzel', 'ödeyebilsemyada puan', 'fatura ödeyebilsemyada', 'ödeyebilsemyada']"
['harika'],['harika']
['harika'],['harika']
"['harika', 'zaman', 'harika', 'turkcel']","['harika turkcel', 'harika zaman', 'turkcel', 'zaman harika', 'harika']"
"['teşekkür', 'turkcell']","['teşekkür turkcell', 'turkcell', 'teşekkür']"
['güzel'],['güzel']
['mükemmel'],['mükemmel']
['iyi'],['iyi']
['harika'],['harika']
['iyi'],['iyi']
['güzel'],['güzel']
['harika'],['harika']
['güzel'],['güzel']
"['harca', 'alışveriş', 'site', 'geçerli', 'iyi']","['alışveriş site', 'alışveriş', 'harca alışveriş', 'geçerli iyi', 'site geçerli']"
['harika'],['harika']
"['bozuk', 'posta', 'doğrula', 'gönder']","['posta doğrula', 'bozuk posta', 'doğrula gönder', 'posta', 'gönder']"
['süper'],['süper']
['harika'],['harika']
['iyi'],['iyi']
['başarı'],['başarı']
['güzel'],['güzel']
['güzel'],['güzel']
['iyi'],['iyi']
['güzel'],['güzel']
['harika'],['harika']
['güzel'],['güzel']
['iyi'],['iyi']
"['evet', 'harika']","['evet harika', 'harika', 'evet']"
['harika'],['harika']
['harika'],['harika']
['iyi'],['iyi']
['harika'],['harika']
"['yıl', 'düzel', 'lütfen', 'sistem', 'sel', 'sıkıntı', 'rus', 'para', 'yük', 'yem', 'yorum']","['sıkıntı rus', 'yıl düzel', 'rus para', 'rus', 'yıl']"
"['güzel', 'yıldız', 'hakket']","['güzel yıldız', 'yıldız hakket', 'yıldız', 'güzel', 'hakket']"
['teşekkür'],['teşekkür']
['süper'],['süper']
['güzel'],['güzel']
['mükemmel'],['mükemmel']
"['güzel', 'hoş']","['güzel hoş', 'güzel', 'hoş']"
['iyi'],['iyi']
['süper'],['süper']
"['iyi', 'iyi', 'iyi']","['iyi iyi', 'iyi']"
['güzel'],['güzel']
['iyi'],['iyi']
['süper'],['süper']
"['gerçekten', 'güzel', 'bol', 'hediye', 'yem', 'çabuk', 'teşekkür', 'turkcell', 'aile']","['hediye yem', 'bol hediye', 'turkcell aile', 'hediye', 'teşekkür turkcell']"
['iyi'],['iyi']
['harika'],['harika']
['güzel'],['güzel']
"['davet', 'kişi', 'puan', 'lütfen', 'hemen', 'ilgilenirmisiniz']","['davet kişi', 'davet', 'puan lütfen', 'hemen ilgilenirmisiniz', 'lütfen hemen']"
['harika'],['harika']
"['kart', 'bilgi', 'herşey', 'para', 'yükle', 'para', 'oyun', 'kullan', 'lütfen', 'yardım']","['kart bilgi', 'para oyun', 'oyun kullan', 'oyun', 'yükle para']"
"['kullan', 'tebrik']","['kullan tebrik', 'tebrik', 'kullan']"
"['mükemmel', 'doğru', 'git']","['doğru git', 'mükemmel doğru', 'mükemmel', 'doğru', 'git']"
['güzel'],['güzel']
['süper'],['süper']
['süper'],['süper']
['süper'],['süper']
['harika'],['harika']
['güzel'],['güzel']
"['harika', 'mükemmel']","['harika mükemmel', 'harika', 'mükemmel']"
"['bitcoin', 'sat', 'lütfen', 'düzel']","['bitcoin', 'bitcoin sat', 'lütfen düzel', 'sat lütfen', 'düzel']"
['güzel'],['güzel']
['güzel'],['güzel']
['süper'],['süper']
['iyi'],['iyi']
['iyi'],['iyi']
['harika'],['harika']
"['iyi', 'muhteşem']","['iyi muhteşem', 'muhteşem', 'iyi']"
['harika'],['harika']
['mükemmel'],['mükemmel']
['harika'],['harika']
['niceeeeee'],['niceeeeee']
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['güzel'],['güzel']
['güzel'],['güzel']
['güzel'],['güzel']
"['hay', 'böyle']","['hay böyle', 'böyle', 'hay']"
"['harika', 'deneyim']","['harika deneyim', 'deneyim', 'harika']"
['iyi'],['iyi']
['iyi'],['iyi']
['güzel'],['güzel']
['iyi'],['iyi']
"['tek', 'kelime', 'harika', 'oyun', 'para', 'yatır', 'mükemmel', 'yer']","['mükemmel yer', 'harika oyun', 'oyun para', 'harika', 'kelime harika']"
['yeni'],['yeni']
['mükemmel'],['mükemmel']
['superdry'],['superdry']
['süper'],['süper']
['mor'],['mor']
['guzell'],['guzell']
"['iyi', 'beğendi']","['iyi beğendi', 'beğendi', 'iyi']"
"['iyi', 'yaa']","['iyi yaa', 'iyi', 'yaa']"
"['iyi', 'tavsiye', 'indirim', 'var']","['tavsiye indirim', 'iyi tavsiye', 'indirim var', 'indirim', 'tavsiye']"
['iyi'],['iyi']
['süper'],['süper']
"['harika', 'kolay', 'avantaj']","['kolay avantaj', 'harika kolay', 'avantaj', 'harika', 'kolay']"
['süper'],['süper']
"['iyi', 'iyi', 'iyi']","['iyi iyi', 'iyi']"
['mükemmel'],['mükemmel']
"['beğen', 'işlem', 'tesadüfen', 'yükle', 'rezil', 'para', 'bile', 'transfer', 'yol', 'işlem', 'bile']","['tesadüfen yükle', 'işlem tesadüfen', 'işlem bile', 'rezil para', 'tesadüfen']"
['güzel'],['güzel']
['güzel'],['güzel']
['süper'],['süper']
['memnun'],['memnun']
['iyi'],['iyi']
['harika'],['harika']
"['güzel', 'uyuş']","['güzel uyuş', 'güzel', 'uyuş']"
['güzel'],['güzel']
['süper'],['süper']
"['harika', 'tebrik']","['harika tebrik', 'tebrik', 'harika']"
['güzel'],['güzel']
"['basit', 'yükle', 'fatura', 'yatır', 'kar', 'anlaşma', 'kurum', 'kurum', 'anlaşma', 'temenni', 'harika', 'tek']","['fatura yatır', 'anlaşma kurum', 'kar anlaşma', 'kurum anlaşma', 'anlaşma']"
"['yeni', 'kullan', 'basladim', 'iyi', 'görün', 'ilerle', 'zaman', 'tekrar', 'yorumluyucam']","['tekrar yorumluyucam', 'iyi görün', 'yorumluyucam', 'görün ilerle', 'yeni kullan']"
['süper'],['süper']
"['güzel', 'gayet', 'güzel']","['güzel gayet', 'gayet güzel', 'güzel', 'gayet']"
"['mükemmel', 'siz', 'tavsiye', 'önce', 'hafta', 'i̇nternet', 'süper', 'siz', 'puan', 'birik']","['siz puan', 'süper siz', 'mükemmel siz', 'siz tavsiye', 'önce hafta']"
['süper'],['süper']
"['val', 'giyim', 'süper', 'turkcell', ""i̇nternet'sin"", 'kal', 'mümkün', 'değil']","['süper turkcell', 'mümkün değil', 'giyim süper', 'val giyim', 'turkcell nternet']"
['güzel'],['güzel']
['mükemmel'],['mükemmel']
"['cook', 'güzel', 'bedavaya', 'para']","['cook güzel', 'cook', 'güzel bedavaya', 'bedavaya para', 'bedavaya']"
['güzel'],['güzel']
['muhteşem'],['muhteşem']
['iyi'],['iyi']
['harika'],['harika']
"['lütfen', 'biraz', 'düzel']","['lütfen biraz', 'biraz düzel', 'lütfen', 'biraz', 'düzel']"
['nice'],['nice']
"['güzel', 'uygulamafaturalarımı', 'kolay', 'öde', 'puan', 'topluyorumçok', 'iyi']","['güzel uygulamafaturalarımı', 'uygulamafaturalarımı kolay', 'kolay öde', 'topluyorumçok iyi', 'puan topluyorumçok']"
"['gayet', 'iyi']","['gayet iyi', 'iyi', 'gayet']"
"['güzel', 'güncel']","['güzel güncel', 'güzel', 'güncel']"
['iyi'],['iyi']
"['arkadaş', 'davet', 'kod', 'numara', 'gir', 'puan', 'lütfen', 'yardımcı']","['arkadaş davet', 'davet kod', 'davet', 'arkadaş', 'numara gir']"
"['güzel', 'pratik']","['güzel pratik', 'güzel', 'pratik']"
['super'],['super']
['güzel'],['güzel']
['harika'],['harika']
['güzel'],['güzel']
['süper'],['süper']
['güzel'],['güzel']
['süper'],['süper']
['harika'],['harika']
['iyi'],['iyi']
"['geçen', 'gün', 'geliş']","['geçen gün', 'gün geliş', 'gün', 'geçen', 'geliş']"
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['efsane'],['efsane']
['yuri'],['yuri']
"['güzel', 'allah']","['güzel allah', 'allah', 'güzel']"
['güzel'],['güzel']
['harika'],['harika']
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['iyi'],['iyi']
['harika'],['harika']
"['para', 'puan', 'harika']","['puan harika', 'harika', 'para puan', 'puan', 'para']"
['iyi'],['iyi']
"['güzel', 'bol', 'promosyon']","['promosyon', 'bol promosyon', 'güzel bol', 'güzel', 'bol']"
['iyi'],['iyi']
"['iyi', 'geliş']","['iyi geliş', 'iyi', 'geliş']"
"['herşey', 'kolay', 'hallet']","['herşey kolay', 'kolay', 'kolay hallet', 'herşey', 'hallet']"
['güzel'],['güzel']
"['güzel', 'yeni', 'yükle']","['yeni yükle', 'güzel yeni', 'yeni', 'güzel', 'yükle']"
"['gerçekten', 'harika']","['gerçekten harika', 'harika', 'gerçekten']"
"['güzel', 'kullan']","['güzel kullan', 'güzel', 'kullan']"
['harikaaaaa'],['harikaaaaa']
"['güzel', 'tarz', 'pek', 'sev', 'emek', 'var']","['güzel tarz', 'pek sev', 'güzel', 'sev emek', 'tarz pek']"
['harika'],['harika']
"['i̇nternet', 'ihtiyaç', 'karşıla', 'güzel']","['nternet ihtiyaç', 'ihtiyaç karşıla', 'ihtiyaç', 'güzel', 'nternet']"
"['güzel', 'tercih']","['güzel tercih', 'tercih', 'güzel']"
"['süper', 'bayıl']","['süper bayıl', 'süper', 'bayıl']"
['güzel'],['güzel']
['güzel'],['güzel']
"['basit', 'güzel', 'kart', 'mükemmel']","['güzel kart', 'kart mükemmel', 'basit güzel', 'güzel', 'mükemmel']"
['iyi'],['iyi']
['iyi'],['iyi']
"['hemen', 'hemen', 'bütün', 'işlem', 'güzel']","['işlem güzel', 'bütün işlem', 'güzel', 'hemen bütün', 'bütün']"
"['gayet', 'memnun', 'şahsen']","['memnun şahsen', 'gayet memnun', 'memnun', 'şahsen', 'gayet']"
"['böyle', 'gör', 'hak']","['gör hak', 'böyle gör', 'böyle', 'hak', 'gör']"
"['fatura', 'sakin', 'kullan', 'asla', 'tavsiye', 'resmen', 'dolandiricilik']","['fatura sakin', 'asla tavsiye', 'kullan asla', 'fatura', 'sakin kullan']"
['güzel'],['güzel']
"['genel', 'güzel']","['genel güzel', 'güzel', 'genel']"
['iyi'],['iyi']
"['selamün', 'aleyküm']","['selamün aleyküm', 'selamün', 'aleyküm']"
"['harika', 'fırsat', 'aşırı', 'rahat']","['harika fırsat', 'fırsat', 'rahat', 'fırsat aşırı', 'aşırı rahat']"
"['herşey', 'harika']","['herşey harika', 'harika', 'herşey']"
"['gerçekten', 'fayda', 'iyi', 'güzel']","['gerçekten fayda', 'fayda iyi', 'iyi güzel', 'fayda', 'güzel']"
"['kullan', 'bil', 'mükemmel', 'alışveriş', 'türlü', 'pazarlık', 'yapilir']","['mükemmel alışveriş', 'alışveriş türlü', 'alışveriş', 'pazarlık yapilir', 'pazarlık']"
['teşekkür'],['teşekkür']
['süper'],['süper']
['güzelllll'],['güzelllll']
"['iyi', 'güzel']","['iyi güzel', 'güzel', 'iyi']"
"['hizmet', 'olumlu', 'iyi', 'hizmet', 'düşün', 'memnun']","['hizmet olumlu', 'iyi hizmet', 'hizmet düşün', 'olumlu iyi', 'hizmet']"
"['kolay', 'hallet']","['kolay hallet', 'kolay', 'hallet']"
['güzel'],['güzel']
['iyi'],['iyi']
['süper'],['süper']
['güzel'],['güzel']
"['yarar', 'güzel']","['yarar güzel', 'yarar', 'güzel']"
['harika'],['harika']
['güzel'],['güzel']
"['numara', 'yıldız', 'kol', 'sağlık']","['numara yıldız', 'yıldız kol', 'yıldız', 'kol sağlık', 'sağlık']"
"['iyi', 'paycele', 'teşekkür', 'güzel']","['teşekkür güzel', 'paycele teşekkür', 'teşekkür', 'iyi paycele', 'güzel']"
['muazzam'],['muazzam']
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['süper'],['süper']
"['iyi', 'i̇nternet', 'alışveriş', 'güven', 'şekil', 'hallet', 'ayrıca', 'kart', 'tam', 'bile', 'gerek', 'kal']","['alışveriş güven', 'nternet alışveriş', 'ayrıca kart', 'alışveriş', 'güven şekil']"
"['harika', 'herkes', 'tavsiye']","['herkes tavsiye', 'harika herkes', 'harika', 'tavsiye', 'herkes']"
['iyi'],['iyi']
"['yıldız', 'bile', 'hak', 'arkadaş', 'davet', 'ban', 'puan', 'yan']","['yıldız bile', 'yıldız', 'davet', 'hak arkadaş', 'puan']"
['güzel'],['güzel']
['süper'],['süper']
"['fatura', 'turkcell', 'fatura', 'yansitiyosunuz', 'anla', 'resmen', 'para', 'cekiliyo', 'fatura', 'yükle', 'artık', 'olay', 'düzel']","['fatura yansitiyosunuz', 'fatura yükle', 'cekiliyo fatura', 'yükle artık', 'yansitiyosunuz anla']"
['mükemmel'],['mükemmel']
"['sorun', 'gider', 'teşekkür']","['gider teşekkür', 'teşekkür', 'gider', 'sorun gider', 'sorun']"
['efsane'],['efsane']
"['mükemmel', 'kolay']","['mükemmel kolay', 'kolay', 'mükemmel']"
"['güzel', 'para', 'puan', 'kazan']","['güzel para', 'puan kazan', 'güzel', 'para puan', 'puan']"
['başarı'],['başarı']
"['iyi', 'idare']","['iyi idare', 'iyi', 'idare']"
['harika'],['harika']
['iyi'],['iyi']
['güzel'],['güzel']
['iyi'],['iyi']
['süper'],['süper']
['iyi'],['iyi']
['güzel'],['güzel']
"['hayat', 'kurtar', 'limit', 'biraz', 'yüksel', 'süper']","['hayat kurtar', 'kurtar limit', 'limit biraz', 'hayat', 'biraz yüksel']"
"['kısmen', 'güzel']","['kısmen güzel', 'güzel', 'kısmen']"
['güzel'],['güzel']
"['mobil', 'öde', 'talep']","['öde talep', 'mobil öde', 'öde', 'talep', 'mobil']"
['iyi'],['iyi']
['oleyyy'],['oleyyy']
['harika'],['harika']
['mükemmel'],['mükemmel']
"['süper', 'yal']","['süper yal', 'süper', 'yal']"
"['turkcell', 'iyi', 'gerçekten', 'memnun']","['turkcell iyi', 'gerçekten memnun', 'memnun', 'iyi gerçekten', 'turkcell']"
['göz'],['göz']
['mükemmel'],['mükemmel']
"['iyi', 'kart', 'fos']","['iyi kart', 'kart fos', 'iyi', 'fos', 'kart']"
"['turkcell', 'aycell', 'gerçekten', 'daim', 'yan', 'güzel']","['turkcell', 'yan güzel', 'turkcell aycell', 'güzel', 'aycell gerçekten']"
"['güzel', 'beğendi']","['güzel beğendi', 'beğendi', 'güzel']"
['efsane'],['efsane']
"['gayet', 'iyi']","['gayet iyi', 'iyi', 'gayet']"
"['numara', 'süper', 'bile', 'müthiş', 'herkes', 'tavsiye']","['müthiş herkes', 'bile müthiş', 'numara süper', 'süper bile', 'müthiş']"
['harika'],['harika']
['süper'],['süper']
"['tavsiye', 'ininalden', 'güzel']","['tavsiye ininalden', 'tavsiye', 'ininalden güzel', 'güzel', 'ininalden']"
['süper'],['süper']
['güzel'],['güzel']
['muhteşem'],['muhteşem']
['süper'],['süper']
['mükemmel'],['mükemmel']
['beğendi'],['beğendi']
"['güzel', 'para', 'yatır', 'alışveriş', 'puan']","['güzel para', 'alışveriş puan', 'para yatır', 'alışveriş', 'yatır alışveriş']"
['harika'],['harika']
['süper'],['süper']
['husi'],['husi']
"['güzel', 'turkcell', 'sage']","['güzel turkcell', 'turkcell sage', 'turkcell', 'güzel', 'sage']"
['iyi'],['iyi']
['harika'],['harika']
['başarı'],['başarı']
['muhteşem'],['muhteşem']
['harika'],['harika']
"['çoook', 'güzel', 'keşke', 'salla', 'topla', 'hafta', 'zaman', 'güzel']","['çoook güzel', 'topla hafta', 'güzel keşke', 'güzel', 'keşke salla']"
['mükemmel'],['mükemmel']
"['hani', 'rob']","['hani rob', 'hani', 'rob']"
['teşekkür'],['teşekkür']
['güzel'],['güzel']
['iyi'],['iyi']
"['mükemmel', 'beğendi', 'hallet']","['beğendi hallet', 'mükemmel beğendi', 'beğendi', 'mükemmel', 'hallet']"
['bayıl'],['bayıl']
['güzel'],['güzel']
['süper'],['süper']
['iyi'],['iyi']
['güzel'],['güzel']
['muqq'],['muqq']
['şii'],['şii']
"['vallahi', 'doğru', 'söyluyon', 'emre']","['vallahi doğru', 'doğru söyluyon', 'söyluyon emre', 'söyluyon', 'doğru']"
['güzel'],['güzel']
['güzel'],['güzel']
"['ultra', 'kullan', 'kart', 'bilgi', 'doğrula', 'sonra', 'harp', 'kapa', 'sil', 'yükle', 'ayni']","['kullan kart', 'kart bilgi', 'ultra kullan', 'yükle ayni', 'bilgi doğrula']"
['harika'],['harika']
['harika'],['harika']
"['efsane', 'bab']","['efsane bab', 'efsane', 'bab']"
['iyi'],['iyi']
['güzel'],['güzel']
['muhteşem'],['muhteşem']
['başarı'],['başarı']
['iyi'],['iyi']
['süper'],['süper']
['süper'],['süper']
['güzel'],['güzel']
"['google', 'i̇nternet', 'ayarlsrni', 'acil', 'gönder']","['google nternet', 'google', 'acil gönder', 'ayarlsrni acil', 'gönder']"
['harika'],['harika']
"['süper', 'süper', 'süper']","['süper süper', 'süper']"
"['güzel', 'puan', 'sür', 'fayda', 'jsjsjsjsjsksksjsjsjjshs']","['fayda jsjsjsjsjsksksjsjsjjshs', 'jsjsjsjsjsksksjsjsjjshs', 'güzel', 'puan', 'güzel puan']"
"['gayet', 'güzel']","['gayet güzel', 'güzel', 'gayet']"
['güzel'],['güzel']
['purfek'],['purfek']
['efsane'],['efsane']
['harika'],['harika']
['harika'],['harika']
['güzel'],['güzel']
"['harika', 'poroĝram', 'emel', 'sağlık']","['poroĝram emel', 'emel', 'emel sağlık', 'harika poroĝram', 'harika']"
['harika'],['harika']
['süper'],['süper']
['güzel'],['güzel']
"['aycell', 'pratik', 'gerek', 'i̇nternet', 'üzeri', 'öde', 'öde', 'fatura', 'yansı', 'herkes', 'tavsiye', 'ederimturkcelle', 'teşekkür']","['ederimturkcelle teşekkür', 'tavsiye ederimturkcelle', 'ederimturkcelle', 'öde fatura', 'üzeri öde']"
['iyi'],['iyi']
['harika'],['harika']
"['beğendi', 'puan', 'cari', 'bulun', 'güzel']","['bulun güzel', 'beğendi puan', 'beğendi', 'güzel', 'puan cari']"
